id;the_geom;type;crossing
nodes.472;POINT (167381.2665309103 5390289.454954281);;
nodes.473;POINT (167600.37668463864 5390598.816681149);;
nodes.474;POINT (167620.92626263906 5390603.774780436);;
nodes.475;POINT (167631.1676557921 5390692.39165897);;
nodes.476;POINT (167650.35913600484 5390753.025556451);;
nodes.477;POINT (167667.20177496184 5390774.485446144);;
nodes.478;POINT (167752.39458126595 5390741.420658273);;
nodes.479;POINT (167765.36330194338 5390716.553068274);;
nodes.480;POINT (167599.09651049454 5390374.308129974);;
nodes.481;POINT (167691.80338242717 5390375.873807304);;
nodes.482;POINT (167825.6094103607 5390425.868172619);;
nodes.483;POINT (167845.92521743046 5390422.460503903);;
nodes.484;POINT (167847.90670436661 5390441.141297803);;
nodes.485;POINT (167825.94336883308 5390440.343103701);;
nodes.486;POINT (167674.80489618305 5390593.505531296);;
nodes.487;POINT (167699.90744135692 5390590.911358052);;
nodes.488;POINT (167717.59610844398 5390612.401572524);;
nodes.489;POINT (167710.21562620436 5390557.647674384);;
nodes.490;POINT (167722.33831875178 5390540.025798999);;
nodes.491;POINT (167545.60749516837 5390490.107567424);;
nodes.492;POINT (167917.71515704304 5390483.829432494);;
nodes.493;POINT (167921.37756829013 5390477.443852193);;
nodes.494;POINT (167944.8325850003 5390494.497659412);;
nodes.495;POINT (167924.65036131942 5390499.885502425);;
nodes.496;POINT (168239.68452026445 5390535.528235127);;
nodes.497;POINT (168237.658505532 5390528.022066842);;
nodes.498;POINT (168255.78131863315 5390501.113501271);;
nodes.499;POINT (168287.59642910186 5390522.35790707);;
nodes.500;POINT (168279.8708564408 5390542.9730092725);;
nodes.501;POINT (168258.72015319008 5390550.110788038);;
nodes.502;POINT (168007.939604331 5390511.904548127);;
nodes.503;POINT (168254.63472787797 5390583.052092064);;
nodes.504;POINT (168176.56636898467 5390759.994642502);;
nodes.505;POINT (168168.3509905641 5390778.553313528);;
nodes.506;POINT (168128.42068921655 5390873.68051792);;
nodes.507;POINT (168146.84406494285 5390947.670724597);;
nodes.508;POINT (168161.6272933202 5391021.784329086);;
nodes.509;POINT (165229.51643362167 5388559.574361691);;
nodes.510;POINT (165285.39881799993 5388494.703791701);;
nodes.511;POINT (165370.4135131187 5388151.374616378);;
nodes.512;POINT (167025.27793130244 5391369.318728668);;
nodes.513;POINT (167030.71032245317 5391415.7722583935);;
nodes.514;POINT (167079.9580651801 5391460.230315989);;
nodes.515;POINT (167162.05618964013 5391127.214562895);;
nodes.516;POINT (167171.67419364466 5391130.929511485);;
nodes.517;POINT (167218.16121299993 5391203.647627461);;
nodes.518;POINT (167246.91503747186 5391218.3233392695);;
nodes.519;POINT (167309.79941782096 5391253.554353217);;
nodes.520;POINT (167209.92357068125 5391220.411099322);;
nodes.521;POINT (167188.5947562453 5391137.760722485);;
nodes.522;POINT (167245.26750900812 5391143.855088016);;
nodes.523;POINT (167237.18571397653 5391161.140388387);;
nodes.524;POINT (167196.46504424434 5391249.563033358);;
nodes.525;POINT (167300.42631669616 5391343.743289278);;
nodes.526;POINT (167355.15097837013 5391370.68500563);;
nodes.527;POINT (167274.21057661434 5391156.949544391);;
nodes.528;POINT (167383.81574724943 5391516.555419843);;
nodes.529;POINT (167378.8954257564 5391480.003167075);;
nodes.530;POINT (167440.59981950306 5391408.081158893);;
nodes.531;POINT (167468.48535194676 5391382.781938525);;
nodes.532;POINT (167514.52709333893 5391223.297121348);;
nodes.533;POINT (167267.47574742138 5391530.279822477);;
nodes.534;POINT (167278.99731471846 5391509.677874493);;
nodes.535;POINT (167287.35740847705 5391506.454026873);;
nodes.536;POINT (167351.8336575445 5391512.180195094);;
nodes.537;POINT (167408.30603522394 5391524.753214946);;
nodes.538;POINT (167475.77677859372 5391526.503306972);;
nodes.539;POINT (167504.59739476015 5391519.932787733);;
nodes.540;POINT (167520.2823110129 5391525.444040707);;
nodes.541;POINT (167575.86413276597 5391558.158537417);;
nodes.542;POINT (167589.73454131882 5391567.661268346);;
nodes.543;POINT (167385.90855367636 5391602.141372298);;
nodes.544;POINT (167404.64362397685 5391612.319628767);;
nodes.545;POINT (167449.18255224323 5391635.731196278);;
nodes.546;POINT (167480.89747517023 5391597.2748494);;
nodes.547;POINT (167505.27644365394 5391523.93957578);;
nodes.548;POINT (167368.77648404325 5391589.952042161);;
nodes.549;POINT (167340.82415990508 5391557.268136634);;
nodes.550;POINT (167665.94386471587 5391305.671937668);;
nodes.551;POINT (167658.81941730515 5391318.6591634145);;
nodes.552;POINT (167654.22192233536 5391327.225215893);;
nodes.553;POINT (167646.03993976206 5391342.469124575);;
nodes.554;POINT (167631.75764909328 5391343.497667151);;
nodes.555;POINT (167627.19354997075 5391351.065901864);;
nodes.556;POINT (167619.60156069865 5391385.606605331);;
nodes.557;POINT (167600.37668463864 5391418.56623225);;
nodes.558;POINT (167562.116175653 5391482.812511917);;
nodes.559;POINT (167544.95071017268 5391482.981379666);;
nodes.560;POINT (167649.70235100915 5391358.004735066);;
nodes.561;POINT (167646.73012060497 5391362.518049718);;
nodes.562;POINT (167530.04503035545 5391423.524770342);;
nodes.563;POINT (167556.59472890967 5391372.803502891);;
nodes.564;POINT (167580.6063430738 5391332.060894179);;
nodes.565;POINT (167504.57513086198 5391274.800484784);;
nodes.566;POINT (167526.57186224268 5391229.222680031);;
nodes.567;POINT (167487.24268614544 5391387.955377844);;
nodes.568;POINT (167843.20902185512 5390815.072097344);;
nodes.569;POINT (167991.72035452243 5390769.082092983);;
nodes.570;POINT (168034.2666639036 5390789.866599385);;
nodes.571;POINT (168062.18559219452 5390825.034581649);;
nodes.572;POINT (168073.31754127386 5390868.507365822);;
nodes.573;POINT (167951.75665732764 5390829.946750429);;
nodes.574;POINT (168001.3160946288 5390740.085174887);;
nodes.575;POINT (167124.12963912688 5391626.305154766);;
nodes.576;POINT (167156.16738857722 5391758.853987575);;
nodes.577;POINT (167091.76906315328 5391610.600224174);;
nodes.578;POINT (167009.7488623368 5391667.5710230665);;
nodes.579;POINT (166899.70954568766 5391606.624102273);;
nodes.580;POINT (166912.31091204545 5391687.190797255);;
nodes.581;POINT (166896.60373189452 5391677.01245851);;
nodes.582;POINT (166932.69351080965 5391698.244209465);;
nodes.583;POINT (167275.4907507585 5391891.251194406);;
nodes.584;POINT (167298.723128487 5391854.5439406);;
nodes.585;POINT (167066.25463586347 5390359.157912986);;
nodes.586;POINT (167278.74127988965 5390093.304034206);;
nodes.587;POINT (167325.2950909394 5390158.354642013);;
nodes.588;POINT (167351.45517127583 5390237.604029435);;
nodes.589;POINT (167793.81656379014 5389951.231902324);;
nodes.590;POINT (167893.5031677955 5389902.974534757);;
nodes.591;POINT (168000.34761505888 5389947.486728666);;
nodes.592;POINT (168041.6026183469 5389990.878649081);;
nodes.593;POINT (167636.57778304466 5389827.135458377);;
nodes.594;POINT (167699.5400870373 5389738.63429751);;
nodes.595;POINT (167756.86962479583 5389772.079225797);;
nodes.596;POINT (167702.80174811755 5389872.706365066);;
nodes.597;POINT (167683.57687205757 5389901.930803121);;
nodes.598;POINT (167318.42667835747 5389996.757372005);;
nodes.599;POINT (167308.08509766278 5389890.419064944);;
nodes.600;POINT (166730.9158017978 5390161.746864151);;
nodes.601;POINT (166867.12633073243 5390405.514278095);;
nodes.602;POINT (166903.37195693474 5390504.521198917);;
nodes.603;POINT (166607.596069897 5390286.63062171);;
nodes.604;POINT (166879.46053031235 5389768.763890205);;
nodes.605;POINT (166791.94114665064 5389750.51421691);;
nodes.606;POINT (168613.20593967222 5389886.412983408);;
nodes.607;POINT (168625.105993238 5389848.623901096);;
nodes.608;POINT (168820.2824564458 5389930.449277461);;
nodes.609;POINT (168713.27102994625 5389781.319195148);;
nodes.610;POINT (168735.13417793807 5389755.610000958);;
nodes.611;POINT (168773.63958980347 5389709.256887826);;
nodes.612;POINT (168793.62143840085 5389582.922808922);;
nodes.613;POINT (168878.61386962148 5389697.622599816);;
nodes.614;POINT (168866.13495470356 5389795.747072693);;
nodes.615;POINT (168619.38417141122 5389796.161490787);;
nodes.616;POINT (169323.06806856274 5390451.041980345);;
nodes.617;POINT (169301.24944836725 5390467.466391774);;
nodes.618;POINT (169270.1022548433 5390479.807744385);;
nodes.619;POINT (169209.4553962591 5390476.108406867);;
nodes.620;POINT (169162.6121545333 5390474.389213167);;
nodes.621;POINT (169157.52485380406 5390474.205013864);;
nodes.622;POINT (169113.89874536218 5390471.641573905);;
nodes.623;POINT (169111.97291817144 5390471.53412434);;
nodes.624;POINT (169139.89184646241 5390203.497392226);;
nodes.625;POINT (169129.728376953 5390180.166191579);;
nodes.626;POINT (169119.88773396684 5390159.152811815);;
nodes.627;POINT (169450.13926730325 5390342.104354922);;
nodes.628;POINT (169505.54297787108 5390313.707410696);;
nodes.629;POINT (169137.11999114166 5390253.414079373);;
nodes.630;POINT (169119.26434481842 5390252.324259534);;
nodes.631;POINT (169037.28867179825 5390455.478103551);;
nodes.632;POINT (169101.96529594914 5390471.5494742775);;
nodes.633;POINT (169284.3845455121 5390138.016684638);;
nodes.634;POINT (169299.32362117653 5390105.522093706);;
nodes.635;POINT (169638.5475054709 5389972.874124005);;
nodes.636;POINT (170061.45025099447 5389417.605964616);;
nodes.637;POINT (167162.4124120107 5389217.759320082);;
nodes.638;POINT (167131.9220034824 5389305.749021086);;
nodes.639;POINT (167075.78358427534 5389380.678289745);;
nodes.640;POINT (166884.21387256923 5389587.189683247);;
nodes.641;POINT (166781.24334358543 5389775.164330818);;
nodes.642;POINT (166729.11242604695 5389890.066038528);;
nodes.643;POINT (166447.7412811179 5390304.512959305);;
nodes.644;POINT (166365.96598318114 5390349.149880508);;
nodes.645;POINT (166352.08444267922 5390439.775157941);;
nodes.646;POINT (166368.91594968716 5390462.4776655985);;
nodes.647;POINT (166682.70333033524 5388090.681013427);;
nodes.648;POINT (166232.19335109484 5388560.525861483);;
nodes.649;POINT (168089.0692492211 5390446.636559055);;
nodes.650;POINT (168132.1610241072 5390555.805664935);;
nodes.651;POINT (168115.85271870598 5390479.224446256);;
nodes.652;POINT (168135.8345673034 5390333.355016883);;
nodes.653;POINT (167789.39718000562 5390161.731514728);;
nodes.654;POINT (168089.77056201312 5390323.8535521235);;
nodes.655;POINT (168425.69938937997 5390214.349490444);;
nodes.656;POINT (168500.92910125808 5390365.865756762);;
nodes.657;POINT (168301.96777536324 5390516.463500575);;
nodes.658;POINT (168373.0118743875 5390499.3175530145);;
nodes.659;POINT (168411.33917506767 5390506.532048121);;
nodes.660;POINT (168440.63846504447 5390542.573907827);;
nodes.661;POINT (168445.16916831973 5390459.822129374);;
nodes.662;POINT (168541.12656938352 5390420.0812764885);;
nodes.663;POINT (168395.83237000013 5390441.432945663);;
nodes.664;POINT (168363.7723566517 5390446.774708119);;
nodes.665;POINT (168356.50319390287 5390406.4199180035);;
nodes.666;POINT (168242.74580626123 5390431.271325582);;
nodes.667;POINT (168255.3137767718 5390429.214443116);;
nodes.668;POINT (168247.10953030034 5390453.927762675);;
nodes.669;POINT (168021.86567262924 5391057.966351833);;
nodes.670;POINT (168027.99937657194 5391055.832575675);;
nodes.671;POINT (168094.29013333935 5391038.071594639);;
nodes.672;POINT (168169.3751298794 5391020.325998506);;
nodes.673;POINT (168258.56430590298 5391039.115454295);;
nodes.674;POINT (168302.49097696997 5391083.494949311);;
nodes.675;POINT (168359.47542430705 5391138.48222147);;
nodes.676;POINT (168347.96498895902 5391206.902072007);;
nodes.677;POINT (168199.2198853611 5391197.599276016);;
nodes.678;POINT (168296.6133078561 5391194.007109766);;
nodes.679;POINT (168277.24371645806 5391144.3923748415);;
nodes.680;POINT (167920.2198455859 5391406.991203193);;
nodes.681;POINT (167939.2777424097 5391374.829892026);;
nodes.682;POINT (167946.02370355176 5391362.9325379105);;
nodes.683;POINT (167764.09425974832 5391670.196201709);;
nodes.684;POINT (167782.22820479854 5391639.507756319);;
nodes.685;POINT (167787.12626239346 5391631.2331003565);;
nodes.686;POINT (167794.69598776742 5391618.429658382);;
nodes.687;POINT (167798.6366977415 5391611.751611141);;
nodes.688;POINT (167817.43855973647 5391579.958031567);;
nodes.689;POINT (167825.09734070304 5391566.985791189);;
nodes.690;POINT (167848.93084368188 5391526.656823833);;
nodes.691;POINT (167864.2706695132 5391500.712510551);;
nodes.692;POINT (167883.88516379098 5391467.522317495);;
nodes.693;POINT (167886.2896647921 5391463.46949911);;
nodes.694;POINT (167892.868646698 5391452.3242576895);;
nodes.695;POINT (167665.1423643822 5391612.3042769395);;
nodes.696;POINT (167686.6270261053 5391624.8620808525);;
nodes.697;POINT (168248.2004613101 5391591.840312658);;
nodes.698;POINT (168275.16204198025 5391486.113109406);;
nodes.699;POINT (168552.14719897206 5391376.349684167);;
nodes.700;POINT (168580.63385666607 5391382.8126414195);;
nodes.701;POINT (168601.60644873156 5391390.595828703);;
nodes.702;POINT (168703.61963009447 5391449.054375354);;
nodes.703;POINT (168860.6357718584 5391697.399851122);;
nodes.704;POINT (168883.47853136918 5391732.586631291);;
nodes.705;POINT (168890.4471314928 5391759.099620714);;
nodes.706;POINT (168879.248390719 5391750.717393503);;
nodes.707;POINT (168904.91866529596 5391735.580277138);;
nodes.708;POINT (168900.49928151144 5391757.11920371);;
nodes.709;POINT (168790.73826358933 5391786.503108766);;
nodes.710;POINT (168825.6814517493 5391789.757758112);;
nodes.711;POINT (168841.60013893273 5391780.039869822);;
nodes.712;POINT (168869.59699086723 5391758.715818936);;
nodes.713;POINT (169003.15811592102 5392001.465943554);;
nodes.714;POINT (168981.13912064212 5391988.984391276);;
nodes.715;POINT (168954.37791505543 5391946.504252668);;
nodes.716;POINT (168946.184800533 5391935.726886725);;
nodes.717;POINT (169091.42334017102 5391967.091819904);;
nodes.718;POINT (169079.31177957272 5392023.112956028);;
nodes.719;POINT (169067.8903998173 5392076.570546848);;
nodes.720;POINT (168809.39541024622 5391724.311892172);;
nodes.721;POINT (168829.46631443626 5391736.731679642);;
nodes.722;POINT (168873.2816660125 5391814.18301682);;
nodes.723;POINT (169132.41117668108 5391456.653399457);;
nodes.724;POINT (168929.58706445576 5391533.457623303);;
nodes.725;POINT (168899.57532973788 5391607.867599674);;
nodes.726;POINT (167864.0035027353 5392150.063723489);;
nodes.727;POINT (167907.59621532995 5392137.152095391);;
nodes.728;POINT (167993.1118481573 5392111.328893196);;
nodes.729;POINT (168025.1050698113 5392101.134735695);;
nodes.730;POINT (168061.64012668966 5392089.282506439);;
nodes.731;POINT (168125.86034092828 5392066.0847285725);;
nodes.732;POINT (168163.3082176312 5392008.528083908);;
nodes.733;POINT (168165.42328795622 5392005.196595291);;
nodes.734;POINT (168234.71967097506 5391854.620701746);;
nodes.735;POINT (168234.7419348732 5391763.56707458);;
nodes.736;POINT (168234.7419348732 5391753.603580767);;
nodes.737;POINT (168234.75306682228 5391690.829210653);;
nodes.738;POINT (168234.75306682228 5391668.860584408);;
nodes.739;POINT (168201.65778220946 5391657.008908313);;
nodes.740;POINT (168199.39799654632 5391658.5287467595);;
nodes.741;POINT (168189.53508966204 5391662.842632997);;
nodes.742;POINT (168184.48118478007 5391752.851329745);;
nodes.743;POINT (168116.36478836366 5391820.554166548);;
nodes.744;POINT (168400.70816369687 5391813.016252528);;
nodes.745;POINT (168312.8214257156 5391765.194395077);;
nodes.746;POINT (168313.0551966463 5391756.689345813);;
nodes.747;POINT (168318.14249737555 5391712.414089137);;
nodes.748;POINT (168399.65062853438 5391713.304504836);;
nodes.749;POINT (168401.2981569981 5391777.230434825);;
nodes.750;POINT (168358.13959041756 5391878.263165762);;
nodes.751;POINT (168288.7096240098 5391958.371651613);;
nodes.752;POINT (168315.97176730505 5391976.25721691);;
nodes.753;POINT (168373.96922200834 5391963.176954603);;
nodes.754;POINT (168230.500662274 5392135.662883793);;
nodes.755;POINT (168273.90413173428 5392066.007965674);;
nodes.756;POINT (168283.93401785474 5392051.684019454);;
nodes.757;POINT (167346.20089131038 5392073.00874487);;
nodes.758;POINT (167426.70714705208 5392116.840498084);;
nodes.759;POINT (167483.30197617135 5392104.005679516);;
nodes.760;POINT (167522.4196452361 5392077.875517737);;
nodes.761;POINT (167676.41902879954 5392160.24258211);;
nodes.762;POINT (167819.2308035382 5392164.648818496);;
nodes.763;POINT (168341.6977016274 5392136.415165912);;
nodes.764;POINT (168363.99499563326 5392182.626898788);;
nodes.765;POINT (167925.14016707896 5391602.632630269);;
nodes.766;POINT (167938.30926283982 5391578.745241459);;
nodes.767;POINT (167761.11089739506 5391675.108818716);;
nodes.768;POINT (167758.57281300498 5391679.284545222);;
nodes.769;POINT (167730.68728056128 5391725.279069089);;
nodes.770;POINT (167741.19584049218 5391853.300410082);;
nodes.771;POINT (167750.19045534826 5391936.540562062);;
nodes.772;POINT (167655.51322842858 5391681.341705293);;
nodes.773;POINT (167600.14291370797 5391648.964515045);;
nodes.774;POINT (167491.08320857785 5391949.590081978);;
nodes.775;POINT (167486.57476920067 5391863.601760517);;
nodes.776;POINT (166975.3288757835 5392268.909887649);;
nodes.777;POINT (166986.6834638444 5392276.939466463);;
nodes.778;POINT (167010.89545309194 5392293.443880723);;
nodes.779;POINT (167424.88150740304 5392157.632617297);;
nodes.780;POINT (167363.77823890664 5392190.748519521);;
nodes.781;POINT (167213.53032218295 5392173.752999969);;
nodes.782;POINT (167230.97408639026 5392215.3130112);;
nodes.783;POINT (167601.61233098648 5392222.35996178);;
nodes.784;POINT (167653.1977830201 5392207.390955514);;
nodes.785;POINT (167669.85117884274 5392242.76390774);;
nodes.786;POINT (167704.09305421074 5392254.754509444);;
nodes.787;POINT (167706.06340919778 5392251.054462963);;
nodes.788;POINT (167832.8897050586 5392347.332917205);;
nodes.789;POINT (167792.63657718772 5392332.609357303);;
nodes.790;POINT (167779.05559931093 5392289.912701246);;
nodes.791;POINT (167844.04391803604 5392248.09135626);;
nodes.792;POINT (168037.32794990044 5392151.875344566);;
nodes.793;POINT (168051.14269870787 5392163.696948437);;
nodes.794;POINT (168080.69802351345 5392191.362631017);;
nodes.795;POINT (168088.7575546469 5392199.699198631);;
nodes.796;POINT (168154.52510980758 5392220.532974077);;
nodes.797;POINT (168255.36943651718 5392242.31867443);;
nodes.798;POINT (168270.21945658902 5392262.84548761);;
nodes.799;POINT (168421.68075576235 5392137.290269676);;
nodes.800;POINT (168293.31825092866 5392224.263714051);;
nodes.801;POINT (168272.25660327054 5392211.966095373);;
nodes.802;POINT (168170.65530402353 5392099.1542455545);;
nodes.803;POINT (167955.0739781533 5392210.292637914);;
nodes.804;POINT (167845.10145319861 5392059.621294524);;
nodes.805;POINT (167828.32560593603 5391986.067425763);;
nodes.806;POINT (167627.16015412353 5391898.958047434);;
nodes.807;POINT (167562.92880793576 5391811.051176152);;
nodes.808;POINT (167494.82354346846 5391767.604672194);;
nodes.809;POINT (167485.36138675106 5391756.152023467);;
nodes.810;POINT (167964.23557224552 5391901.47582551);;
nodes.811;POINT (167930.66161382233 5391797.802273665);;
nodes.812;POINT (167824.02867359144 5391721.026561809);;
nodes.813;POINT (167815.72423957824 5391715.1774484785);;
nodes.814;POINT (167878.11881416786 5391897.852681666);;
nodes.815;POINT (167896.08577998192 5391864.077680115);;
nodes.816;POINT (167781.20406548327 5392083.080050549);;
nodes.817;POINT (167750.3908304317 5392114.906062568);;
nodes.818;POINT (167767.41158057397 5392162.223085314);;
nodes.819;POINT (167611.48636981985 5391985.146278947);;
nodes.820;POINT (167678.13334895778 5391977.516116369);;
nodes.821;POINT (167720.63513054262 5391953.627760685);;
nodes.822;POINT (168523.7495968707 5391667.125817402);;
nodes.823;POINT (168536.00587280703 5391683.7826644825);;
nodes.824;POINT (170449.75489877962 5390553.764104892);;
nodes.825;POINT (166183.41315022923 5391770.414104271);;
nodes.826;POINT (166274.16079912393 5391673.404754398);;
nodes.827;POINT (166292.75115408638 5391660.217456435);;
nodes.828;POINT (166189.54685417193 5392271.397060454);;
nodes.829;POINT (166285.87160955538 5392090.249721473);;
nodes.830;POINT (166360.9343421973 5391918.900710838);;
nodes.831;POINT (166551.41312289363 5391529.020983805);;
nodes.832;POINT (166101.77143568144 5391927.805070181);;
nodes.833;POINT (166026.64191134504 5391931.412873386);;
nodes.834;POINT (168747.59082895782 5392411.493520828);;
nodes.835;POINT (165988.1698953269 5388546.023173629);;
nodes.836;POINT (166172.72647911307 5388879.053582038);;
nodes.837;POINT (166373.85853507838 5390802.208381535);;
nodes.838;POINT (166304.64007570312 5390616.254466246);;
nodes.839;POINT (166292.62870264653 5390471.273175408);;
nodes.840;POINT (166286.5951862455 5390473.898015029);;
nodes.841;POINT (166515.7129621962 5390410.31877556);;
nodes.842;POINT (166538.11044374385 5390419.7282298915);;
nodes.843;POINT (166599.33616368016 5390473.898015029);;
nodes.844;POINT (166730.52618358005 5390419.559381524);;
nodes.845;POINT (165248.29603171852 5390468.863235586);;
nodes.846;POINT (166205.55459694803 5390264.082040943);;
nodes.847;POINT (167240.2803958206 5390103.8336674385);;
nodes.848;POINT (166863.6420306706 5390557.923975834);;
nodes.849;POINT (166922.75268028182 5390583.405144885);;
nodes.850;POINT (166869.875922155 5390521.022455268);;
nodes.851;POINT (166510.52547392529 5391053.069413032);;
nodes.852;POINT (166542.27379269953 5391167.280822568);;
nodes.853;POINT (166477.60830049767 5391170.489201044);;
nodes.854;POINT (166766.6938861388 5390976.852501817);;
nodes.855;POINT (166219.53632499167 5390966.367928455);;
nodes.856;POINT (166318.43256061242 5391843.597807337);;
nodes.857;POINT (166339.47194437232 5391915.446435811);;
nodes.858;POINT (166597.13203776244 5391556.147459904);;
nodes.859;POINT (166602.40858162605 5391542.776108334);;
nodes.860;POINT (166595.46224540053 5391489.720740566);;
nodes.861;POINT (166597.4771281839 5391465.096766885);;
nodes.862;POINT (166622.92476377927 5391492.714307917);;
nodes.863;POINT (166419.7221652852 5391528.422267912);;
nodes.864;POINT (166318.93349832096 5391465.710830269);;
nodes.865;POINT (166314.20241996227 5391461.934341091);;
nodes.866;POINT (165897.56696177027 5391821.9819187755);;
nodes.867;POINT (165902.54294300874 5391825.497567669);;
nodes.868;POINT (165987.2793394006 5391893.216287798);;
nodes.869;POINT (166819.15876214963 5391012.174702338);;
nodes.870;POINT (166792.0858619887 5391000.032201003);;
nodes.871;POINT (166775.96679972182 5391023.6264312025);;
nodes.872;POINT (166762.05186337268 5391059.79311023);;
nodes.873;POINT (166855.70495097703 5390976.944606468);;
nodes.874;POINT (166782.0671078173 5391025.744849084);;
nodes.875;POINT (166809.0620843347 5391036.122033539);;
nodes.876;POINT (166294.59905763358 5391649.793517083);;
nodes.877;POINT (166184.5597409844 5391750.410352357);;
nodes.878;POINT (166175.9547443461 5391766.898476286);;
nodes.879;POINT (166769.0983871399 5391058.565037318);;
nodes.880;POINT (167420.75155429463 5391177.520005619);;
nodes.881;POINT (167689.61038845853 5391341.271716941);;
nodes.882;POINT (167690.20038175976 5391375.597463783);;
nodes.883;POINT (167701.3768586354 5391381.384956887);;
nodes.884;POINT (167736.99909568924 5391373.248694403);;
nodes.885;POINT (167765.37443389243 5391364.759356453);;
nodes.886;POINT (167862.9348356237 5391423.616879432);;
nodes.887;POINT (167930.76180136402 5391463.899343399);;
nodes.888;POINT (168024.42602091745 5391519.548995866);;
nodes.889;POINT (168065.87026733978 5391544.219169457);;
nodes.890;POINT (168095.74841866872 5391567.630564839);;
nodes.891;POINT (168190.29206219944 5391628.684692031);;
nodes.892;POINT (168279.28086313957 5391660.202104527);;
nodes.893;POINT (168470.51661637335 5391695.450151245);;
nodes.894;POINT (169978.95137636762 5390467.957589575);;
nodes.895;POINT (170053.42411570833 5390507.115347971);;
nodes.896;POINT (167819.55363006153 5390302.655650535);;
nodes.897;POINT (167691.61413929283 5390233.444302331);;
nodes.898;POINT (166512.8297873847 5390747.192404756);;
nodes.899;POINT (166542.58548727373 5390706.099490189);;
nodes.900;POINT (166354.47781173128 5391422.235243154);;
nodes.901;POINT (166279.21470400592 5391515.833891411);;
nodes.902;POINT (166195.6694261656 5391599.807897277);;
nodes.903;POINT (166067.21786573922 5391693.899602814);;
nodes.904;POINT (165848.7199692102 5391897.315351135);;
nodes.905;POINT (169180.67930788908 5392106.001523344);;
nodes.906;POINT (169144.9680152426 5392065.455272799);;
nodes.907;POINT (166227.66264781955 5388955.974565163);;
nodes.908;POINT (166239.46251384364 5388983.216287537);;
nodes.909;POINT (166290.46910452514 5389171.055898863);;
nodes.910;POINT (166310.28397388634 5389258.60006639);;
nodes.911;POINT (166310.7403837986 5389264.079278299);;
nodes.912;POINT (167198.51332287493 5391076.801936793);;
nodes.913;POINT (167192.78036909908 5391055.771172049);;
nodes.914;POINT (170147.58927297036 5390545.689969574);;
nodes.915;POINT (170322.10483868694 5390554.792559896);;
nodes.916;POINT (168880.3281897797 5390103.235043651);;
nodes.917;POINT (168901.4009693869 5390108.975693847);;
nodes.918;POINT (168914.90402362013 5390111.907417644);;
nodes.919;POINT (168925.85786151415 5390114.762395638);;
nodes.920;POINT (169160.76425098613 5390158.139750152);;
nodes.921;POINT (169312.05857092325 5390138.016684638);;
nodes.922;POINT (169424.26861764287 5390188.286056713);;
nodes.923;POINT (169458.7442639416 5390212.400102697);;
nodes.924;POINT (169507.54672870535 5390248.486866742);;
nodes.925;POINT (169531.8032457492 5390265.448154892);;
nodes.926;POINT (169570.34205346182 5390291.373658965);;
nodes.927;POINT (169582.60946134725 5390295.594810665);;
nodes.928;POINT (169699.8622809998 5390331.298156159);;
nodes.929;POINT (168810.84256362656 5392481.918700836);;
nodes.930;POINT (168928.58518903863 5391933.040223378);;
nodes.931;POINT (168799.41005192208 5392145.089443705);;
nodes.932;POINT (168758.3220278703 5392187.478376479);;
nodes.933;POINT (168869.93094933964 5391680.128901911);;
nodes.934;POINT (168585.7545532426 5391709.819602506);;
nodes.935;POINT (168355.46792263852 5391209.972303757);;
nodes.936;POINT (168255.02434609574 5391593.390844003);;
nodes.937;POINT (168279.4367104267 5391635.746548145);;
nodes.938;POINT (168190.98224304238 5391463.101061159);;
nodes.939;POINT (168176.86693160978 5391463.607663341);;
nodes.940;POINT (167227.31167514317 5391061.174692447);;
nodes.941;POINT (167393.96808480978 5391142.5809508115);;
nodes.942;POINT (167452.60006061062 5391162.076804333);;
nodes.943;POINT (167523.55510404223 5391200.377832915);;
nodes.944;POINT (167597.35992643816 5391233.336800721);;
nodes.945;POINT (167622.8298259317 5391248.841525721);;
nodes.946;POINT (167657.56150705914 5391269.918782613);;
nodes.947;POINT (167674.61565304868 5391280.265538068);;
nodes.948;POINT (167774.0907500216 5391347.228053874);;
nodes.949;POINT (167872.85340225336 5391406.208277349);;
nodes.950;POINT (167941.65997951268 5391445.891955042);;
nodes.951;POINT (167998.2436766829 5391479.312344702);;
nodes.952;POINT (168075.90015346027 5391526.395845173);;
nodes.953;POINT (168207.31281234176 5391605.319197776);;
nodes.954;POINT (168002.62966462012 5391650.990964599);;
nodes.955;POINT (168086.43097728933 5391500.39012605);;
nodes.956;POINT (168096.9395372202 5391429.112723574);;
nodes.957;POINT (168111.92314068097 5391377.669907849);;
nodes.958;POINT (168131.20367648636 5391436.803840538);;
nodes.959;POINT (168104.65397793218 5391700.316725726);;
nodes.960;POINT (168063.75519701472 5391725.233013041);;
nodes.961;POINT (167997.39764855287 5391670.702815214);;
nodes.962;POINT (167978.6514463033 5391633.627990746);;
nodes.963;POINT (168018.2143933312 5391529.942085254);;
nodes.964;POINT (167981.26745433692 5391698.658712678);;
nodes.965;POINT (167319.40628987644 5391998.026990205);;
nodes.966;POINT (167257.73529197698 5392060.603859031);;
nodes.967;POINT (167340.679444567 5392010.431792231);;
nodes.968;POINT (167028.57298822995 5392189.228593735);;
nodes.969;POINT (166981.90785768942 5392215.420480995);;
