id;the_geom;type;crossing
nodes.970;POINT (166950.04821942435 5392202.1249416275);;
nodes.971;POINT (166920.9938323273 5392210.645752767);;
nodes.972;POINT (166906.65588191312 5392238.111988338);;
nodes.973;POINT (166536.12895680772 5391983.68779668);;
nodes.974;POINT (166470.071970971 5391950.173472708);;
nodes.975;POINT (166403.20235285148 5391923.936278519);;
nodes.976;POINT (166393.62887664326 5391925.978140583);;
nodes.977;POINT (166576.28189713685 5391984.777820247);;
nodes.978;POINT (166410.0818973825 5391897.560987946);;
nodes.979;POINT (166400.19672660006 5391864.384725026);;
nodes.980;POINT (168490.50959691982 5392057.947864592);;
nodes.981;POINT (168524.03902754677 5392156.895686187);;
nodes.982;POINT (168667.83041380445 5392367.430076898);;
nodes.983;POINT (168026.7303343769 5392532.661395965);;
nodes.984;POINT (168681.83440574625 5392374.5078494);;
nodes.985;POINT (168486.36851186235 5392116.779087427);;
nodes.986;POINT (168619.56228259645 5392362.670623374);;
nodes.987;POINT (168581.0902665783 5392297.94229827);;
nodes.988;POINT (168459.81881330814 5392132.868693612);;
nodes.989;POINT (168437.2766164225 5392147.039238241);;
nodes.990;POINT (168522.11320035605 5392308.474437999);;
nodes.991;POINT (168555.29754056153 5392315.337223539);;
nodes.992;POINT (168389.97696478444 5392385.562081924);;
nodes.993;POINT (168294.55389727646 5392397.445396603);;
nodes.994;POINT (168013.48331497252 5392494.262737842);;
nodes.995;POINT (168394.54106390697 5392332.471180104);;
nodes.996;POINT (167769.02571319047 5392373.9090788495);;
nodes.997;POINT (167582.95518432948 5392269.063416813);;
nodes.998;POINT (167457.2198194785 5392204.581390884);;
nodes.999;POINT (167281.6244547012 5392281.990581751);;
nodes.1000;POINT (167051.69404646772 5392315.644283416);;
nodes.1001;POINT (167261.4422310204 5392243.9153732965);;
nodes.1002;POINT (167416.46575389907 5392163.865828602);;
nodes.1003;POINT (168339.4824437606 5391636.851882632);;
nodes.1004;POINT (168512.27255736993 5391564.176420814);;
nodes.1005;POINT (168529.88330081344 5391522.972419887);;
nodes.1006;POINT (167749.21084382923 5391227.856423935);;
nodes.1007;POINT (167717.50705285135 5391216.542603124);;
nodes.1008;POINT (167681.4506697834 5391203.340604449);;
nodes.1009;POINT (167644.98240459952 5391203.263848699);;
nodes.1010;POINT (167167.8002753651 5390737.751917032);;
nodes.1011;POINT (167161.48846023707 5390727.8355776835);;
nodes.1012;POINT (167155.67758281768 5390718.717466974);;
nodes.1013;POINT (167135.3506437988 5391032.253614306);;
nodes.1014;POINT (167045.6716620158 5390662.2437118525);;
nodes.1015;POINT (167242.729424618 5390590.435503866);;
nodes.1016;POINT (167135.2504562571 5390395.398746849);;
nodes.1017;POINT (166878.54771048782 5391125.46454631);;
nodes.1018;POINT (166869.308192752 5391116.514905251);;
nodes.1019;POINT (166739.24249970916 5391051.687832023);;
nodes.1020;POINT (166836.45781101892 5391178.640636539);;
nodes.1021;POINT (166802.62781776683 5391326.334837309);;
nodes.1022;POINT (166804.3087420778 5391300.974434968);;
nodes.1023;POINT (166862.67355110068 5391387.264562337);;
nodes.1024;POINT (166854.34685318937 5391345.92318592);;
nodes.1025;POINT (166850.74010168767 5391246.385329931);;
nodes.1026;POINT (166628.65771755512 5391306.777232767);;
nodes.1027;POINT (166581.02410744465 5391460.046097082);;
nodes.1028;POINT (166427.29189065914 5391782.695784568);;
nodes.1029;POINT (166440.1938196421 5391756.244135866);;
nodes.1030;POINT (166493.8720781026 5391621.791711577);;
nodes.1031;POINT (166504.6366728623 5391596.814295314);;
nodes.1032;POINT (166589.64023603208 5391400.0523332935);;
nodes.1033;POINT (166613.91901697405 5391341.824366603);;
nodes.1034;POINT (166673.67531963193 5391197.998405683);;
nodes.1035;POINT (166726.39623047158 5391084.937938882);;
nodes.1036;POINT (166757.9998339078 5391000.815092518);;
nodes.1037;POINT (166430.79845461913 5391796.052130371);;
nodes.1038;POINT (168144.52861953434 5392282.543287543);;
nodes.1039;POINT (168039.56547166538 5392219.166571744);;
nodes.1040;POINT (168058.0667710352 5392142.771184598);;
nodes.1041;POINT (168071.78133230092 5392120.417669587);;
nodes.1042;POINT (167248.13955187058 5392248.398413906);;
nodes.1043;POINT (167131.22069069042 5392296.867590806);;
nodes.1044;POINT (166291.2260770625 5392130.565790247);;
nodes.1045;POINT (167479.21655085927 5390791.954262874);;
nodes.1046;POINT (167588.32078378578 5390848.720469479);;
nodes.1047;POINT (167560.43525134202 5390920.991200196);;
nodes.1048;POINT (167740.1828331259 5391029.3369500805);;
nodes.1049;POINT (167770.85135283947 5391051.580375729);;
nodes.1050;POINT (167810.87070977967 5391075.420352244);;
nodes.1051;POINT (167805.05983236025 5391071.951040833);;
nodes.1052;POINT (167736.1085397629 5391035.600103866);;
nodes.1053;POINT (167591.38206978253 5391075.604563502);;
nodes.1054;POINT (167582.87726068593 5391027.264583948);;
nodes.1055;POINT (167608.30263238316 5390980.720897917);;
nodes.1056;POINT (167401.014608577 5391132.5874229055);;
nodes.1057;POINT (167525.2248964041 5390946.872486846);;
nodes.1058;POINT (167607.86848636903 5390797.250176035);;
nodes.1059;POINT (167484.19253209772 5391163.089975797);;
nodes.1060;POINT (167504.25230433868 5391172.592301419);;
nodes.1061;POINT (167510.67543895743 5391103.359102095);;
nodes.1062;POINT (167525.19150055686 5391110.405206711);;
nodes.1063;POINT (167423.54567351355 5391091.07832255);;
nodes.1064;POINT (167445.67598828324 5391099.82837631);;
nodes.1065;POINT (167679.75861352333 5391188.757023138);;
nodes.1066;POINT (167685.07968518327 5391129.425110634);;
nodes.1067;POINT (167687.56210982794 5391116.361395186);;
nodes.1068;POINT (167734.2272403685 5391144.576587475);;
nodes.1069;POINT (167991.39752799913 5391490.580431603);;
nodes.1070;POINT (168103.362671839 5391554.980728115);;
nodes.1071;POINT (168202.09192822356 5391614.990847248);;
nodes.1072;POINT (167813.56464145685 5391308.634742883);;
nodes.1073;POINT (167894.57183490714 5391240.981701486);;
nodes.1074;POINT (167832.52235073896 5391202.864718804);;
nodes.1075;POINT (167856.52283295398 5391145.973533398);;
nodes.1076;POINT (167881.4361349935 5391149.304712981);;
nodes.1077;POINT (167901.0506292713 5391129.900992511);;
nodes.1078;POINT (167907.25112490848 5391100.51917038);;
nodes.1079;POINT (167946.1127591444 5391090.326125333);;
nodes.1080;POINT (167958.02394465928 5391087.209880364);;
nodes.1081;POINT (167941.43734053112 5391153.111776831);;
nodes.1082;POINT (167900.27139283574 5391207.823141425);;
nodes.1083;POINT (167896.96520395917 5391207.086285883);;
nodes.1084;POINT (167871.40624887304 5391195.496169964);;
nodes.1085;POINT (168055.8403812193 5391281.555045496);;
nodes.1086;POINT (168104.26435971438 5391204.553345404);;
nodes.1087;POINT (168030.74896799453 5391279.590081871);;
nodes.1088;POINT (167944.49862652787 5391216.803573056);;
nodes.1089;POINT (167485.08308802405 5391396.797820884);;
nodes.1090;POINT (167520.05967203132 5391433.441854489);;
nodes.1091;POINT (167513.2135233475 5391451.817656124);;
nodes.1092;POINT (167621.5607837366 5391337.572035365);;
nodes.1093;POINT (168047.32444017363 5391460.337777024);;
nodes.1094;POINT (168016.644788511 5391439.214032196);;
nodes.1095;POINT (168057.3654582432 5391641.871945095);;
nodes.1096;POINT (168063.81085676016 5391620.686378882);;
nodes.1097;POINT (168128.98841861958 5391680.9886106225);;
nodes.1098;POINT (168081.889142065 5391648.289031961);;
nodes.1099;POINT (166757.58795179188 5391098.09371587);;
nodes.1100;POINT (169097.81307894256 5391954.687075925);;
nodes.1101;POINT (169032.92494775914 5392075.987148151);;
nodes.1102;POINT (169008.5014514791 5392007.0695979595);;
nodes.1103;POINT (169055.355825154 5392082.174246689);;
nodes.1104;POINT (166702.7631025762 5390880.419435513);;
nodes.1105;POINT (166775.9779316709 5390911.780795346);;
nodes.1106;POINT (166789.28061082074 5390916.339944601);;
nodes.1107;POINT (166747.6137254168 5390862.505284964);;
nodes.1108;POINT (166929.40958583128 5390599.8604913065);;
nodes.1109;POINT (167021.64891590257 5390649.779314322);;
nodes.1110;POINT (167062.22487029675 5390670.54820277);;
nodes.1111;POINT (167111.45034912552 5390695.768726369);;
nodes.1112;POINT (167180.42390562105 5390744.168377559);;
nodes.1113;POINT (167193.55960553465 5390719.991545877);;
nodes.1114;POINT (166371.2647909429 5391894.935744855);;
nodes.1115;POINT (166152.82255415924 5390443.290282263);;
nodes.1116;POINT (166123.28949325182 5390682.659571633);;
nodes.1117;POINT (166132.28410810788 5390701.264138674);;
nodes.1118;POINT (166170.50008929722 5390688.0628743805);;
nodes.1119;POINT (164900.33356739688 5389828.286623686);;
nodes.1120;POINT (165117.86298435603 5390079.8426983645);;
nodes.1121;POINT (165229.40511413087 5390414.3097338155);;
nodes.1122;POINT (166583.00559438075 5391611.828370279);;
nodes.1123;POINT (166609.54416098588 5391562.395618178);;
nodes.1124;POINT (168643.2399382882 5391571.284283029);;
nodes.1125;POINT (168628.73500863786 5391608.788708965);;
nodes.1126;POINT (168605.09074879333 5391600.406617785);;
nodes.1127;POINT (168584.4409832512 5391591.978478807);;
nodes.1128;POINT (168564.5259263483 5391585.377209551);;
nodes.1129;POINT (168543.92068860243 5391577.317526725);;
nodes.1130;POINT (168523.3154508566 5391569.549534295);;
nodes.1131;POINT (168522.42489493024 5391519.088445643);;
nodes.1132;POINT (168530.18386343855 5391501.464741094);;
nodes.1133;POINT (168537.6534012708 5391481.768602257);;
nodes.1134;POINT (168545.53482121896 5391463.13176432);;
nodes.1135;POINT (168554.9635820891 5391440.856647254);;
nodes.1136;POINT (168498.53573220602 5391508.63396181);;
nodes.1137;POINT (168540.03563837375 5391527.746793615);;
nodes.1138;POINT (168560.94143874475 5391536.712183732);;
nodes.1139;POINT (168581.24611386546 5391545.6622308055);;
nodes.1140;POINT (168599.3021352721 5391553.38414801);;
nodes.1141;POINT (168620.35265098113 5391562.380266432);;
nodes.1142;POINT (168652.31247678786 5391614.622403273);;
nodes.1143;POINT (168937.99168601065 5391917.196601665);;
nodes.1144;POINT (168907.07826341735 5391765.409324223);;
nodes.1145;POINT (168934.8413444212 5391938.459607956);;
nodes.1146;POINT (167453.65759577314 5391074.990525979);;
nodes.1147;POINT (166984.44594207947 5390849.534049336);;
nodes.1148;POINT (166961.41393943437 5390911.627288675);;
nodes.1149;POINT (167038.8811730774 5390942.19051682);;
nodes.1150;POINT (167056.02437465955 5390899.638425614);;
nodes.1151;POINT (167114.38918368248 5390857.454943724);;
nodes.1152;POINT (166968.49385904882 5390892.546429417);;
nodes.1153;POINT (167030.4208917771 5390744.5521372985);;
nodes.1154;POINT (167053.45289442223 5390756.878508664);;
nodes.1155;POINT (167076.6073485072 5390767.485648332);;
nodes.1156;POINT (167101.0865045327 5390776.066541554);;
nodes.1157;POINT (167102.41120647307 5390714.0509626055);;
nodes.1158;POINT (167399.41160790957 5391220.0426710425);;
nodes.1159;POINT (166057.87816046164 5391813.169774134);;
nodes.1160;POINT (166344.8152799304 5391733.63056922);;
nodes.1161;POINT (166178.2813217037 5391705.812734049);;
nodes.1162;POINT (166141.62381338543 5391704.937671051);;
nodes.1163;POINT (167788.2394573014 5391099.766972396);;
nodes.1164;POINT (167785.0557198647 5391105.032359571);;
nodes.1165;POINT (167766.9106428654 5391135.089641631);;
nodes.1166;POINT (169196.35309219273 5390700.86503041);;
nodes.1167;POINT (169207.88579143895 5390691.547392316);;
nodes.1168;POINT (169350.1743645709 5390555.283762327);;
nodes.1169;POINT (169455.12638049078 5390363.808888819);;
nodes.1170;POINT (169655.67957510395 5390533.348529191);;
nodes.1171;POINT (169606.14240170093 5390661.62970173);;
nodes.1172;POINT (169394.67989699004 5390517.829651749);;
nodes.1173;POINT (166472.454208074 5391946.135795505);;
nodes.1174;POINT (166372.1330829711 5391993.114201913);;
nodes.1175;POINT (166326.30284861146 5392036.531058666);;
nodes.1176;POINT (166329.28621096472 5392038.480830347);;
nodes.1177;POINT (166344.69282849054 5392051.146679998);;
nodes.1178;POINT (165844.64567584713 5391893.323753852);;
nodes.1179;POINT (165865.55147621813 5391872.260430549);;
nodes.1180;POINT (165891.85627189258 5391832.897322105);;
nodes.1181;POINT (166041.60325090768 5391680.128901911);;
nodes.1182;POINT (166054.01537413112 5391668.538194058);;
nodes.1183;POINT (166081.01035064852 5391645.06513609);;
nodes.1184;POINT (166103.6193392286 5391630.219877683);;
nodes.1185;POINT (166273.10326396138 5391508.541851871);;
nodes.1186;POINT (166393.35057791628 5391307.943933294);;
nodes.1187;POINT (166532.98974716736 5391115.62454692);;
nodes.1188;POINT (167735.64099790156 5391362.180318616);;
nodes.1189;POINT (167740.55018744554 5391387.310616701);;
nodes.1190;POINT (167721.10267240394 5391401.249748523);;
nodes.1191;POINT (167744.7691961466 5391419.79435289);;
nodes.1192;POINT (167772.57680494676 5391389.812904244);;
nodes.1193;POINT (167042.8664108478 5390961.348232089);;
nodes.1194;POINT (167062.16921055134 5390901.987074906);;
nodes.1195;POINT (167083.93217100142 5390910.322482085);;
nodes.1196;POINT (167061.02261979616 5390973.843750413);;
nodes.1197;POINT (167024.50982681598 5390746.624440177);;
nodes.1198;POINT (166600.90576850035 5391339.751930556);;
nodes.1199;POINT (166598.85748986973 5391317.031921365);;
nodes.1200;POINT (166578.66413423984 5391391.532267845);;
nodes.1201;POINT (166580.77920456493 5391383.4881051425);;
nodes.1202;POINT (167117.35028213757 5390870.426190449);;
nodes.1203;POINT (166434.43860196805 5391419.9785710005);;
nodes.1204;POINT (166452.34990803673 5391423.263794585);;
nodes.1205;POINT (166471.41893680958 5391426.76394062);;
nodes.1206;POINT (166479.5341276884 5391428.25303824);;
nodes.1207;POINT (166435.35142179258 5391401.387911829);;
nodes.1208;POINT (166453.56329048635 5391403.168683513);;
nodes.1209;POINT (166472.37628443044 5391406.453901134);;
nodes.1210;POINT (166546.05865538647 5391531.6000681);;
nodes.1211;POINT (166533.57974046856 5391529.63505143);;
nodes.1212;POINT (166633.33313616842 5391573.878730854);;
nodes.1213;POINT (166445.3479120658 5391758.531594088);;
nodes.1214;POINT (166198.5637329262 5391599.62367559);;
nodes.1215;POINT (166167.83955346726 5391612.764831793);;
nodes.1216;POINT (166207.9813618473 5391598.288068465);;
nodes.1217;POINT (166218.0001160187 5391592.74606856);;
nodes.1218;POINT (166213.9146907066 5391595.340522396);;
nodes.1219;POINT (166114.39506593745 5391645.003728562);;
nodes.1220;POINT (166069.31067216615 5391677.841463055);;
nodes.1221;POINT (166130.4028087135 5391715.453784459);;
nodes.1222;POINT (167898.5125448812 5390860.110593943);;
nodes.1223;POINT (167991.33073630463 5390849.841060617);;
nodes.1224;POINT (167823.33849274853 5391132.87909254);;
nodes.1225;POINT (167838.4111518019 5391034.111069372);;
nodes.1226;POINT (167870.77172777554 5391056.216348328);;
nodes.1227;POINT (167828.16975864896 5391125.126823849);;
nodes.1228;POINT (167835.92872715724 5391038.132998143);;
nodes.1229;POINT (167880.40086372913 5390952.997428255);;
nodes.1230;POINT (167908.55356295075 5390898.840192006);;
nodes.1231;POINT (168018.70419909072 5391048.157125933);;
nodes.1232;POINT (168006.11396468198 5391009.089185317);;
nodes.1233;POINT (167903.5219219669 5390964.525837733);;
nodes.1234;POINT (167936.67286632516 5391014.492678483);;
nodes.1235;POINT (167947.73802371 5390881.540030491);;
nodes.1236;POINT (167984.60703906073 5390883.213247893);;
nodes.1237;POINT (167474.34075716254 5391068.374274236);;
nodes.1238;POINT (167530.32332908246 5391035.830366955);;
nodes.1239;POINT (167718.1081781016 5390888.355706944);;
nodes.1240;POINT (168243.8478692201 5390225.539291025);;
nodes.1241;POINT (168211.98823095506 5390232.676825205);;
nodes.1242;POINT (168199.66516332424 5390235.424393596);;
nodes.1243;POINT (168542.1173128516 5390547.056125054);;
nodes.1244;POINT (168596.41896046055 5390527.101065017);;
nodes.1245;POINT (168333.77175388287 5390289.163311202);;
nodes.1246;POINT (168229.58784244946 5390313.001325629);;
nodes.1247;POINT (168283.94514980383 5390184.832427005);;
nodes.1248;POINT (168251.88513645536 5390260.628382972);;
nodes.1249;POINT (168229.6991619403 5390378.283722932);;
nodes.1250;POINT (168214.86027381753 5390137.433408027);;
nodes.1251;POINT (168229.49878685683 5390104.232749983);;
nodes.1252;POINT (168291.57053492317 5390366.264850598);;
nodes.1253;POINT (168243.81447337288 5390375.551461948);;
nodes.1254;POINT (168374.2809165826 5390202.576422664);;
nodes.1255;POINT (168350.28043436757 5390377.470184464);;
nodes.1256;POINT (167380.52069032195 5392031.894595375);;
nodes.1257;POINT (167505.08720051963 5392064.68764387);;
nodes.1258;POINT (167717.55158064765 5392047.661650547);;
nodes.1259;POINT (167762.0014533214 5392043.286174901);;
nodes.1260;POINT (167722.85038840942 5392118.790286671);;
nodes.1261;POINT (167691.04640988976 5392065.086810905);;
nodes.1262;POINT (167708.10055587933 5392039.601565435);;
nodes.1263;POINT (167538.9060618226 5391831.346750664);;
nodes.1264;POINT (167577.9569391929 5391932.38007193);;
nodes.1265;POINT (167630.91162096325 5392057.164883719);;
nodes.1266;POINT (167573.11454134338 5391986.343769823);;
nodes.1267;POINT (167614.32501683506 5392068.74072534);;
nodes.1268;POINT (167697.66991959198 5391336.98868322);;
nodes.1269;POINT (167679.3022036111 5391344.633669535);;
nodes.1270;POINT (167633.85045552018 5391307.237772432);;
nodes.1271;POINT (167680.78275283866 5391375.79703245);;
nodes.1272;POINT (167659.56525789344 5391363.654054431);;
nodes.1273;POINT (167688.44153380522 5391380.187544224);;
nodes.1274;POINT (167617.13026800303 5391345.155616622);;
nodes.1275;POINT (167578.0014669892 5391390.212042194);;
nodes.1276;POINT (167648.95651042083 5391447.058673088);;
nodes.1277;POINT (167658.99752849038 5391453.260703077);;
nodes.1278;POINT (167787.905498829 5391536.81964565);;
nodes.1279;POINT (167685.4247756047 5391484.884979969);;
nodes.1280;POINT (167652.14024785752 5391465.787588194);;
nodes.1281;POINT (167674.60452109962 5391504.120575958);;
nodes.1282;POINT (167721.92643663587 5391563.0864467425);;
nodes.1283;POINT (167699.82951771337 5391587.879550599);;
nodes.1284;POINT (167684.38950434033 5391578.054411721);;
nodes.1285;POINT (167715.358586679 5391618.337547353);;
nodes.1286;POINT (168347.65329438483 5391565.358505513);;
nodes.1287;POINT (168455.14339469484 5391566.862977168);;
nodes.1288;POINT (168342.7329728918 5391623.004507318);;
nodes.1289;POINT (168344.41389720273 5391603.262054588);;
nodes.1290;POINT (168345.19313363827 5391594.066323084);;
nodes.1291;POINT (168346.09482151372 5391583.5656992765);;
nodes.1292;POINT (168454.84283206967 5391584.179770514);;
nodes.1293;POINT (168298.7729059775 5391597.981032371);;
nodes.1294;POINT (166506.12835403893 5391786.963672281);;
nodes.1295;POINT (166833.51897646196 5391745.513047458);;
nodes.1296;POINT (166672.91834709453 5391638.770866434);;
nodes.1297;POINT (166593.36943897363 5391827.416590553);;
nodes.1298;POINT (166536.10669290958 5391875.515110026);;
nodes.1299;POINT (166228.5086759496 5391820.231770913);;
nodes.1300;POINT (166117.701254814 5391949.298386624);;
nodes.1301;POINT (168973.73637450434 5392183.10283478);;
nodes.1302;POINT (168723.04488123787 5392360.306250594);;
nodes.1303;POINT (165724.19798680884 5389149.200681722);;
nodes.1304;POINT (165816.6710878108 5389224.082640688);;
nodes.1305;POINT (165831.3096008501 5389244.9250726625);;
nodes.1306;POINT (166157.66495200878 5389700.032339011);;
nodes.1307;POINT (166339.2715692889 5389637.793734709);;
nodes.1308;POINT (166802.56102607233 5390882.783430551);;
nodes.1309;POINT (168722.77771445998 5392468.653485379);;
nodes.1310;POINT (168604.2447206633 5392456.985024528);;
nodes.1311;POINT (168561.04162628643 5392497.456222734);;
nodes.1312;POINT (168052.05551853238 5391664.469935796);;
nodes.1313;POINT (168055.19472817276 5391676.812883348);;
nodes.1314;POINT (168036.76022049738 5391726.00061384);;
nodes.1315;POINT (168042.64902156033 5391680.113549971);;
nodes.1316;POINT (168068.39721978083 5391613.056516548);;
nodes.1317;POINT (168082.13404494472 5391590.243726198);;
nodes.1318;POINT (168186.29569247997 5391630.1584702525);;
nodes.1319;POINT (168087.3104012666 5391623.541821939);;
nodes.1320;POINT (165954.1506589405 5391625.399395585);;
nodes.1321;POINT (168179.82803006488 5392012.458320874);;
nodes.1322;POINT (168308.47996557466 5391991.164439785);;
nodes.1323;POINT (168406.51904111632 5392314.354632011);;
nodes.1324;POINT (168275.86335477224 5392073.131565603);;
nodes.1325;POINT (168330.3765094137 5392091.048057764);;
nodes.1326;POINT (168328.46181417207 5392078.996257595);;
nodes.1327;POINT (168287.2958664767 5392053.741262245);;
nodes.1328;POINT (168237.22435951792 5392047.661650547);;
nodes.1329;POINT (168249.85912172293 5392025.01666735);;
nodes.1330;POINT (168278.53502255128 5391707.946659947);;
nodes.1331;POINT (168408.52279195056 5391705.229358705);;
nodes.1332;POINT (168152.48796312604 5391680.481996553);;
nodes.1333;POINT (168145.47483520609 5391666.757371355);;
nodes.1334;POINT (167690.08906226896 5392140.683216626);;
nodes.1335;POINT (167580.89577374986 5391971.160211091);;
nodes.1336;POINT (167831.47594752553 5391667.693838421);;
nodes.1337;POINT (167841.1607432245 5391645.64850764);;
nodes.1338;POINT (167630.92275291233 5391722.792042932);;
nodes.1339;POINT (167493.40978593542 5391859.3798942);;
nodes.1340;POINT (167514.31558630636 5391947.210462269);;
nodes.1341;POINT (167681.90707969564 5391633.428416524);;
nodes.1342;POINT (168573.91015942217 5391737.222944755);;
nodes.1343;POINT (168567.55381649785 5391760.6655321345);;
nodes.1344;POINT (168558.61486138718 5391779.809588235);;
nodes.1345;POINT (168549.3419478041 5391798.769458257);;
nodes.1346;POINT (168545.52368926984 5391807.8732800875);;
nodes.1347;POINT (168541.08204158721 5391818.450919047);;
nodes.1348;POINT (168511.34860559634 5391804.864258727);;
nodes.1349;POINT (168511.76048771225 5391782.526911354);;
nodes.1350;POINT (168512.35048101348 5391760.757644577);;
nodes.1351;POINT (168512.75123118033 5391736.777735745);;
nodes.1352;POINT (168514.1649887134 5391714.809000519);;
nodes.1353;POINT (168586.1664353585 5391827.8003951805);;
nodes.1354;POINT (168985.7700114591 5391709.312986858);;
nodes.1355;POINT (168495.2518072276 5391488.937807728);;
nodes.1356;POINT (168483.9083511158 5391460.568050673);;
nodes.1357;POINT (168470.95076238748 5391430.5097124055);;
nodes.1358;POINT (168529.57160623916 5391193.20885079);;
nodes.1359;POINT (168537.50868593276 5391294.0970496945);;
nodes.1360;POINT (166974.81680612586 5391993.344488808);;
nodes.1361;POINT (167141.13925732012 5391988.661989778);;
nodes.1362;POINT (166987.47383222904 5392129.613923697);;
nodes.1363;POINT (166949.5918095121 5391972.449814709);;
nodes.1364;POINT (167019.0996995634 5392089.666321918);;
nodes.1365;POINT (166372.57836093425 5391920.38988758);;
nodes.1366;POINT (166379.45790546527 5391909.766075235);;
nodes.1367;POINT (166383.1759764578 5391904.039661206);;
nodes.1368;POINT (166385.82538033865 5391937.430999307);;
nodes.1369;POINT (166409.61435552116 5391818.727258107);;
nodes.1370;POINT (166414.23411438908 5391908.215490926);;
nodes.1371;POINT (166396.7792182327 5391844.887393192);;
nodes.1372;POINT (166386.9163113484 5391903.886138095);;
nodes.1373;POINT (166254.3459297627 5392210.906750708);;
nodes.1374;POINT (166538.834020434 5391979.097417154);;
nodes.1375;POINT (166506.94098632174 5392033.4912579665);;
nodes.1376;POINT (166409.82586255367 5391914.494591365);;
nodes.1377;POINT (167322.75700654933 5391845.363311828);;
nodes.1378;POINT (167308.51924367686 5391839.406654547);;
nodes.1379;POINT (166813.3924125265 5391649.885628423);;
nodes.1380;POINT (166745.6990301751 5391613.225386669);;
nodes.1381;POINT (166731.04938518675 5391689.601054067);;
nodes.1382;POINT (167251.568192187 5391939.150464576);;
nodes.1383;POINT (167421.6198463228 5391819.218527569);;
nodes.1384;POINT (167425.20433392638 5391821.2296621995);;
nodes.1385;POINT (167400.71404595184 5391775.326774435);;
nodes.1386;POINT (167375.88979950495 5391777.04620961);;
nodes.1387;POINT (167348.26030189006 5391778.94987035);;
nodes.1388;POINT (167285.59856052254 5391929.708761912);;
nodes.1389;POINT (167019.0996995634 5391673.312642821);;
nodes.1390;POINT (167254.98570055433 5391825.1905240435);;
nodes.1391;POINT (167083.87651125604 5391281.908124941);;
nodes.1392;POINT (167088.03986021172 5391313.224790143);;
nodes.1393;POINT (167054.87778390438 5391339.291389278);;
nodes.1394;POINT (167052.10592858365 5391344.771831998);;
nodes.1395;POINT (166975.7073620522 5391419.901813455);;
nodes.1396;POINT (166959.84433461417 5391378.161153915);;
nodes.1397;POINT (167104.080998835 5391321.084675678);;
nodes.1398;POINT (167550.19385818904 5391518.290158652);;
nodes.1399;POINT (167489.46907596133 5391405.118321869);;
nodes.1400;POINT (167544.07128619545 5391467.169230973);;
nodes.1401;POINT (167530.86879458732 5391507.2216095375);;
nodes.1402;POINT (167581.10728078234 5391535.975302026);;
nodes.1403;POINT (167494.17789042188 5391476.702571763);;
nodes.1404;POINT (167393.2556400687 5391600.068878005);;
nodes.1405;POINT (167471.2238114203 5391593.651824551);;
nodes.1406;POINT (167406.75869430188 5391608.742653498);;
nodes.1407;POINT (167545.60749516837 5391457.942931439);;
nodes.1408;POINT (167574.61735446908 5391576.181495807);;
nodes.1409;POINT (167582.2204756903 5391580.326474162);;
nodes.1410;POINT (167573.76019438996 5391564.897953013);;
nodes.1411;POINT (167486.18515098293 5391739.94025538);;
nodes.1412;POINT (167712.1859811914 5391359.033279369);;
nodes.1413;POINT (167415.83123280157 5391554.535527867);;
nodes.1414;POINT (167346.62390537537 5391193.439117794);;
nodes.1415;POINT (167318.2930949685 5391255.196935349);;
nodes.1416;POINT (167338.16362407512 5391262.719044165);;
nodes.1417;POINT (167394.78071709254 5391290.105712366);;
nodes.1418;POINT (167118.48574094367 5391213.426315693);;
nodes.1419;POINT (166963.1171276435 5391282.076989025);;
nodes.1420;POINT (167061.42336996304 5391326.334837309);;
nodes.1421;POINT (167037.27817240995 5391361.4741536155);;
nodes.1422;POINT (166991.62604923564 5391350.037358445);;
nodes.1423;POINT (166773.48437507713 5391104.955604632);;
nodes.1424;POINT (167096.9676833733 5389179.251618581);;
nodes.1425;POINT (167117.12764315598 5389152.776707403);;
nodes.1426;POINT (167026.0237718908 5389334.603317438);;
nodes.1427;POINT (166944.7939394589 5389258.231716127);;
nodes.1428;POINT (167318.2819630194 5389672.113169856);;
nodes.1429;POINT (167366.07142041696 5389609.138024674);;
nodes.1430;POINT (167447.4237042887 5389703.900201955);;
nodes.1431;POINT (167468.98628965535 5389669.135539411);;
nodes.1432;POINT (167553.36646367665 5389697.438415955);;
nodes.1433;POINT (167236.8851513514 5389504.461786772);;
nodes.1434;POINT (166731.30542001556 5389723.147448717);;
nodes.1435;POINT (166360.77849491016 5389637.379323703);;
nodes.1436;POINT (166786.6423388889 5389392.726579793);;
nodes.1437;POINT (166816.64294165772 5389455.101672035);;
nodes.1438;POINT (166779.05034961682 5390743.139901527);;
nodes.1439;POINT (166785.65159542084 5390730.276285607);;
nodes.1440;POINT (166812.190162026 5390532.596377262);;
nodes.1441;POINT (166754.38195045703 5390532.841977883);;
nodes.1442;POINT (166719.17159551912 5390534.361631888);;
nodes.1443;POINT (166513.8427947509 5390671.714823161);;
nodes.1444;POINT (166554.8417632101 5390688.692236555);;
nodes.1445;POINT (166662.02016894586 5390695.277516489);;
nodes.1446;POINT (166449.31088593803 5390715.171537456);;
nodes.1447;POINT (166535.97310952062 5390818.940425878);;
nodes.1448;POINT (166573.04249995478 5390734.190629852);;
nodes.1449;POINT (166593.52528626076 5390752.350138698);;
nodes.1450;POINT (166608.47549387428 5390763.955050568);;
nodes.1451;POINT (167520.8500404159 5390237.465883484);;
