id;the_geom;type;flats;height;levels
buildings.4733;MULTIPOLYGON (((166388.3745966778 5392104.60443262, 166431.59995495286 5392128.447119663, 166441.5296535316 5392109.210227008, 166398.97221220133 5392085.705346965, 166388.3745966778 5392104.60443262)));yes;1;0.0;0
buildings.4734;MULTIPOLYGON (((166365.62089275967 5392036.66923145, 166413.73317668054 5392064.073540772, 166423.8187225464 5392045.681171843, 166375.53945938934 5392018.26156444, 166365.62089275967 5392036.66923145)));yes;1;0.0;0
buildings.4735;MULTIPOLYGON (((166437.83384643728 5392075.7875644, 166480.72524623992 5392099.292419268, 166490.97777134198 5392080.731101747, 166448.40919806264 5392057.56405043, 166437.83384643728 5392075.7875644)));yes;1;0.0;0
buildings.4736;MULTIPOLYGON (((166497.89071172025 5392110.223502082, 166533.0676708109 5392130.934254748, 166544.13282819575 5392112.879511508, 166508.96700105417 5392091.831041504, 166497.89071172025 5392110.223502082)));yes;1;0.0;0
buildings.4737;MULTIPOLYGON (((167998.37726007187 5390847.43102231, 168012.50370345355 5390871.2090710085, 168022.80075635188 5390865.514000204, 168018.29231697475 5390856.718116054, 168022.34434643964 5390854.615087401, 168017.81364316435 5390846.586741521, 168013.32746768536 5390849.119584115, 168008.68544491928 5390841.306150704, 167998.37726007187 5390847.43102231)));yes;1;0.0;0
buildings.4738;MULTIPOLYGON (((168015.69857283926 5390812.800222612, 168033.34271213002 5390833.35456905, 168042.37072283332 5390825.894210996, 168036.32607448328 5390818.280353834, 168038.74170743348 5390816.36154001, 168033.12007314843 5390809.515215529, 168030.14784274425 5390811.741037958, 168024.4148889684 5390804.894716892, 168015.69857283926 5390812.800222612)));yes;1;0.0;0
buildings.4739;MULTIPOLYGON (((168034.2110041582 5390870.288035061, 168062.35257143073 5390868.277106896, 168061.48427940256 5390855.858483848, 168051.8106156526 5390856.779518356, 168051.3430737913 5390852.512059221, 168042.43751452782 5390853.126081999, 168042.79373689834 5390857.59309892, 168033.23139263922 5390858.621587659, 168034.2110041582 5390870.288035061)));yes;1;0.0;0
buildings.4740;MULTIPOLYGON (((166439.68174998442 5392131.272013884, 166485.42292875136 5392154.592776849, 166496.16525961296 5392137.397738563, 166449.81182364663 5392112.541753041, 166439.68174998442 5392131.272013884)));yes;1;0.0;0
buildings.4741;MULTIPOLYGON (((166495.2413078394 5392158.891541406, 166549.88804586977 5392188.982949189, 166559.40586233258 5392173.0160675775, 166504.44742972794 5392141.696495142, 166495.2413078394 5392158.891541406)));yes;1;0.0;0
buildings.4742;MULTIPOLYGON (((166643.38528618705 5391381.860851708, 166660.9737657324 5391341.640150043, 166642.1607717883 5391332.429326914, 166606.09325677127 5391414.713004788, 166626.1307651141 5391416.708700085, 166631.69673965374 5391403.813445756, 166633.47785150644 5391404.581019915, 166636.92875572105 5391396.59825176, 166640.82493789878 5391398.286913684, 166645.50035651212 5391387.694403092, 166643.83056415024 5391386.926830333, 166641.60417433435 5391385.852228575, 166643.38528618705 5391381.860851708)));apartments;9;0.0;1
buildings.4743;MULTIPOLYGON (((168323.60828437348 5390821.365807294, 168380.33669688174 5390807.7499084715, 168377.564841561 5390796.190993159, 168369.4719145803 5390762.742367297, 168312.83255766472 5390776.419601733, 168323.60828437348 5390821.365807294)));civic;1;0.0;0
buildings.4744;MULTIPOLYGON (((166005.59139563606 5391954.456789995, 166050.49767822205 5391974.36886804, 166060.90605061126 5391951.678006869, 166015.120344048 5391932.518243161, 166005.59139563606 5391954.456789995)));tennis;1;0.0;0
buildings.4745;MULTIPOLYGON (((168121.5968044309 5391076.525619868, 168137.62681110518 5391072.534376292, 168136.7362551788 5391076.832638677, 168138.85132550387 5391077.139657492, 168139.40792295785 5391074.529997861, 168140.2984788842 5391074.837016604, 168140.85507633814 5391071.613320326, 168140.07583990262 5391071.459811007, 168140.52111786578 5391069.464190095, 168136.9588941604 5391070.3852458475, 168135.73437976168 5391070.692264453, 168121.15152646773 5391074.376488497, 168121.5968044309 5391076.525619868)));yes;1;0.0;0
buildings.4746;MULTIPOLYGON (((165879.63339180348 5391759.145676928, 165888.46102742336 5391749.85767832, 165888.23838844182 5391749.642749538, 165882.650150004 5391744.330939768, 165883.8857963518 5391743.02601587, 165880.06753781758 5391739.387581968, 165873.34384057365 5391746.464874542, 165876.73908504285 5391749.688805704, 165875.32532750978 5391751.177955238, 165873.38836836995 5391753.204427159, 165879.63339180348 5391759.145676928)));yes;1;0.0;0
buildings.4747;MULTIPOLYGON (((165867.59975484872 5391588.340104242, 165872.9430904068 5391581.431802036, 165865.70732350525 5391575.751646303, 165862.92433623542 5391579.436071244, 165861.92246081826 5391578.668482594, 165853.46217951798 5391589.568247392, 165858.0262786405 5391593.252677828, 165859.6960710024 5391591.1034265645, 165867.04315739474 5391596.78359171, 165871.38461753572 5391591.256944496, 165867.59975484872 5391588.340104242)));yes;1;0.0;0
buildings.4748;MULTIPOLYGON (((165818.50785940888 5391700.255317827, 165820.51161024315 5391698.106041734, 165821.95876362346 5391696.724364505, 165825.40966783807 5391700.101798089, 165829.41716950663 5391695.956766135, 165832.08883728567 5391693.039892907, 165828.4152940895 5391689.508942332, 165827.19077969075 5391690.7370989015, 165821.17952718792 5391685.056876139, 165812.38528741524 5391694.2680499405, 165818.50785940888 5391700.255317827)));yes;1;0.0;0
buildings.4749;MULTIPOLYGON (((165837.98877029773 5391706.3961094245, 165831.86619830408 5391700.715877057, 165833.0907127028 5391699.33419944, 165829.41716950663 5391695.956766135, 165825.40966783807 5391700.101798089, 165824.07383394853 5391701.636995583, 165822.8493195498 5391702.865153761, 165826.18890427361 5391706.089069746, 165824.8530703841 5391707.624268233, 165822.8493195498 5391709.773546539, 165829.08321103427 5391715.607304453, 165837.98877029773 5391706.3961094245)));yes;1;0.0;0
buildings.4750;MULTIPOLYGON (((166222.72006242833 5391777.614237371, 166254.71328408236 5391739.894199262, 166252.77632494256 5391738.0366026545, 166257.88588956997 5391732.78620765, 166244.57207847107 5391720.796281683, 166240.9875908675 5391725.770333596, 166238.13781190323 5391723.129787186, 166229.44375967226 5391733.492400957, 166227.80736315763 5391731.6348056365, 166220.04839464932 5391740.032367616, 166222.7423263265 5391742.82643929, 166205.04252729035 5391763.260033008, 166222.72006242833 5391777.614237371)));yes;1;0.0;0
buildings.4751;MULTIPOLYGON (((168066.93893445143 5391144.070002742, 168087.42172075738 5391139.004156945, 168074.95393778852 5391088.19234172, 168102.67249099605 5391081.130903052, 168098.44235034593 5391064.091366699, 168089.42547159168 5391066.240495683, 168086.08588686786 5391067.161551115, 168067.49553190538 5391071.613320326, 168064.15594718163 5391072.534376292, 168063.26539125523 5391069.003662252, 168050.24101083243 5391072.380866956, 168054.24851250098 5391088.959889725, 168053.35795657468 5391089.113399333, 168055.25038791815 5391096.635373277, 168056.14094384448 5391096.32835381, 168058.14469467878 5391104.3108631885, 168057.14281926164 5391104.464373056, 168059.0352506051 5391112.446889441, 168060.81636245782 5391111.986359465, 168061.70691838412 5391115.670599934, 168060.03712602225 5391116.131130098, 168063.9333082 5391132.249700184, 168065.60310056192 5391131.789169223, 168066.60497597905 5391135.473417569, 168064.82386412635 5391135.933948717, 168066.93893445143 5391144.070002742)));yes;1;0.0;0
buildings.4752;MULTIPOLYGON (((167486.74174843688 5389938.783810486, 167451.00819189224 5389911.923003462, 167447.22332920527 5389916.988178259, 167443.6611054999 5389914.225355297, 167436.09138012593 5389924.355710175, 167443.6611054999 5389930.03485336, 167442.21395211958 5389932.03022882, 167446.33277327893 5389935.2535285475, 167447.77992665922 5389933.411642852, 167452.34402578176 5389936.788433571, 167451.7874283278 5389937.555886183, 167456.68548592273 5389941.393150178, 167459.35715370174 5389943.542018711, 167455.90624948713 5389947.993247966, 167453.90249865287 5389950.60259025, 167447.11200971447 5389959.505057694, 167444.21770295387 5389963.495821739, 167447.22332920527 5389965.79818639, 167442.21395211958 5389972.244810466, 167456.12888846872 5389982.835702609, 167464.36653078743 5389971.784337166, 167464.14389180587 5389971.784337166, 167469.59854685472 5389964.41676753, 167470.0438248179 5389964.723749479, 167480.39653746167 5389950.9095717445, 167478.61542560896 5389949.681645835, 167480.95313491565 5389946.611831765, 167486.74174843688 5389938.783810486)));yes;1;0.0;0
buildings.4753;MULTIPOLYGON (((168072.83886746346 5391174.925668814, 168079.51803691106 5391179.531000922, 168081.29914876376 5391176.921312447, 168085.6406089047 5391179.838023146, 168089.75943006406 5391182.601223601, 168097.55179441956 5391170.934382837, 168104.56492233954 5391175.539712962, 168105.5667977567 5391174.158113685, 168108.4611045173 5391176.153757153, 168107.45922910018 5391177.535356727, 168129.38916878647 5391192.272431688, 168141.18903481052 5391174.618646753, 168138.85132550387 5391173.083536612, 168136.40229670645 5391176.921312447, 168131.50423911153 5391173.697580637, 168133.84194841818 5391170.013317088, 168129.94576624045 5391167.403631294, 168127.60805693376 5391171.0878938055, 168116.69874683605 5391164.179902796, 168119.0364561427 5391160.495643033, 168115.14027396493 5391157.885959917, 168112.69124516743 5391161.570218646, 168105.78943673827 5391157.118406201, 168100.66874016175 5391164.793946232, 168097.77443340115 5391169.245762366, 168095.43672409453 5391167.710653111, 168095.88200205768 5391167.096609483, 168083.63685807041 5391158.80702446, 168072.83886746346 5391174.925668814)));yes;1;0.0;0
buildings.4754;MULTIPOLYGON (((168079.74067589265 5390857.470294301, 168102.0045740513 5390855.628225231, 168101.67061557894 5390851.483571161, 168112.69124516743 5390848.566963853, 168111.68936975033 5390845.036335186, 168121.7081239217 5390825.848159422, 168123.9345137376 5390826.922696215, 168128.1646543877 5390818.633415617, 168126.04958406265 5390817.55887979, 168134.28722638136 5390801.44085729, 168136.51361619722 5390802.6688961135, 168140.96639582893 5390794.226132494, 168127.60805693376 5390787.318422532, 168123.37791628364 5390795.454170361, 168120.37229003222 5390793.919123056, 168111.80068924112 5390810.344142441, 168114.80631549252 5390812.032697485, 168110.6874943332 5390819.861456724, 168107.68186808177 5390818.32640537, 168104.67624183037 5390823.852591425, 168108.3497850265 5390825.848159422, 168106.56867317384 5390829.0717701735, 168103.00644946846 5390827.229706751, 168098.21971136433 5390836.440027527, 168094.43484867737 5390836.747038378, 168091.65186140753 5390837.05404924, 168085.86324788627 5390837.514565553, 168083.08026061647 5390837.668070994, 168083.30289959806 5390840.891685856, 168075.73317422406 5390841.50570786, 168077.06900811364 5390846.878402149, 168078.29352251237 5390851.790582511, 168079.74067589265 5390857.470294301)));yes;1;0.0;0
buildings.4755;MULTIPOLYGON (((166274.58381318895 5391683.337458041, 166246.35319032375 5391714.732240531, 166264.79882994824 5391728.794681277, 166290.89211859016 5391697.676186572, 166274.58381318895 5391683.337458041)));yes;1;0.0;0
buildings.4756;MULTIPOLYGON (((168050.24101083243 5391072.380866956, 168046.12218967307 5391073.301922998, 168050.24101083243 5391089.880947415, 168054.24851250098 5391088.959889725, 168050.24101083243 5391072.380866956)));yes;1;0.0;0
buildings.4757;MULTIPOLYGON (((168132.50611452866 5391097.556431733, 168134.74363629363 5391098.016960993, 168136.83644272052 5391087.839269658, 168134.59892095558 5391087.378740906, 168133.3632746078 5391093.411669409, 168133.00705223726 5391095.115627029, 168132.50611452866 5391097.556431733)));yes;1;0.0;0
buildings.4758;MULTIPOLYGON (((168107.68186808177 5390818.32640537, 168110.6874943332 5390819.861456724, 168114.80631549252 5390812.032697485, 168111.80068924112 5390810.344142441, 168107.68186808177 5390818.32640537)));yes;1;0.0;0
buildings.4759;MULTIPOLYGON (((167436.09138012593 5389924.355710175, 167434.75554623644 5389926.197594069, 167442.21395211958 5389932.03022882, 167443.6611054999 5389930.03485336, 167436.09138012593 5389924.355710175)));yes;1;0.0;0
buildings.4760;MULTIPOLYGON (((168036.77135244646 5391112.139869456, 168034.6562821214 5391103.850333617, 168028.3110711462 5391105.538942166, 168030.31482198043 5391113.828479516, 168036.77135244646 5391112.139869456)));yes;1;0.0;0
buildings.4761;MULTIPOLYGON (((167447.11200971447 5389959.505057694, 167453.90249865287 5389950.60259025, 167451.45346985545 5389948.760701503, 167444.77430040782 5389957.663167173, 167447.11200971447 5389959.505057694)));yes;1;0.0;0
buildings.4762;MULTIPOLYGON (((168126.04958406265 5390817.55887979, 168128.1646543877 5390818.633415617, 168136.51361619722 5390802.6688961135, 168134.28722638136 5390801.44085729, 168126.04958406265 5390817.55887979)));yes;1;0.0;0
buildings.4763;MULTIPOLYGON (((168131.50423911153 5391173.697580637, 168136.40229670645 5391176.921312447, 168138.85132550387 5391173.083536612, 168133.84194841818 5391170.013317088, 168131.50423911153 5391173.697580637)));yes;1;0.0;0
buildings.4764;MULTIPOLYGON (((168066.60497597905 5391068.236115901, 168067.49553190538 5391071.613320326, 168086.08588686786 5391067.161551115, 168085.19533094153 5391063.630839123, 168066.60497597905 5391068.236115901)));yes;1;0.0;0
buildings.4765;MULTIPOLYGON (((168075.73317422406 5390841.50570786, 168083.30289959806 5390840.891685856, 168083.08026061647 5390837.668070994, 168074.95393778852 5390838.2820927845, 168075.73317422406 5390841.50570786)));yes;1;0.0;0
buildings.4766;MULTIPOLYGON (((168121.8194434125 5391054.573801481, 168122.59867984804 5391057.336964569, 168138.6286865223 5391053.345729261, 168137.96076957753 5391050.582567363, 168121.8194434125 5391054.573801481)));yes;1;0.0;0
buildings.4767;MULTIPOLYGON (((168088.53491566534 5391062.8632932175, 168089.42547159168 5391066.240495683, 168098.44235034593 5391064.091366699, 168097.55179441956 5391060.560655881, 168088.53491566534 5391062.8632932175)));yes;1;0.0;0
buildings.4768;MULTIPOLYGON (((166186.09594995735 5391785.351700075, 166198.12958691214 5391792.736070306, 166203.11670009966 5391785.658742376, 166190.49306984368 5391777.798462598, 166186.09594995735 5391785.351700075)));yes;1;0.0;0
buildings.4769;MULTIPOLYGON (((168154.01304014993 5391083.924775966, 168156.71810377616 5391084.477410275, 168159.10034087917 5391072.733938429, 168156.39527725292 5391072.181304826, 168154.01304014993 5391083.924775966)));yes;1;0.0;0
buildings.4770;MULTIPOLYGON (((168123.9345137376 5390826.922696215, 168121.7081239217 5390825.848159422, 168111.68936975033 5390845.036335186, 168112.69124516743 5390848.566963853, 168123.9345137376 5390826.922696215)));yes;1;0.0;0
buildings.4771;MULTIPOLYGON (((168116.69874683605 5391164.179902796, 168127.60805693376 5391171.0878938055, 168129.94576624045 5391167.403631294, 168119.0364561427 5391160.495643033, 168116.69874683605 5391164.179902796)));yes;1;0.0;0
buildings.4772;MULTIPOLYGON (((167402.13893543402 5389923.89523926, 167408.7067853908 5389928.806930212, 167429.85748864152 5389901.025212536, 167423.28963868474 5389895.960046468, 167402.13893543402 5389923.89523926)));yes;1;0.0;0
buildings.4773;MULTIPOLYGON (((168067.49553190538 5391165.100967967, 168065.9370590343 5391158.960535227, 168059.81448704062 5391160.495643033, 168061.26164042097 5391166.636076789, 168067.49553190538 5391165.100967967)));yes;1;0.0;0
buildings.4774;MULTIPOLYGON (((168120.37229003222 5390793.919123056, 168123.37791628364 5390795.454170361, 168127.60805693376 5390787.318422532, 168124.60243068234 5390785.783376575, 168120.37229003222 5390793.919123056)));yes;1;0.0;0
buildings.4775;MULTIPOLYGON (((168105.78943673827 5391157.118406201, 168112.69124516743 5391161.570218646, 168115.14027396493 5391157.885959917, 168108.23846553575 5391153.434149246, 168105.78943673827 5391157.118406201)));yes;1;0.0;0
buildings.4776;MULTIPOLYGON (((166124.7477785812 5391861.91301376, 166130.20243363004 5391855.158029805, 166129.86847515768 5391854.850985198, 166136.99292256846 5391845.63965169, 166135.43444969732 5391844.41147458, 166138.77403442113 5391840.112855979, 166132.98542089987 5391835.507195415, 166135.21181071576 5391832.743800169, 166127.75340483262 5391826.756446637, 166133.0967403907 5391820.001488326, 166126.64020992466 5391814.781751186, 166128.75528024972 5391812.17188372, 166121.63083283897 5391806.491586483, 166120.74027691266 5391807.566237045, 166115.8422193177 5391803.7281998955, 166116.73277524405 5391802.653549782, 166109.83096681486 5391797.126779723, 166108.94041088852 5391798.354950563, 166106.04610412792 5391796.052130371, 166100.1461711159 5391803.574678446, 166101.81596347777 5391804.95637161, 166097.69714231841 5391810.176103213, 166103.48575583965 5391814.935272825, 166101.48200500538 5391817.545141069, 166105.04422871073 5391820.30853178, 166106.04610412792 5391818.926836322, 166116.51013626248 5391827.217012158, 166115.95353880854 5391827.984621406, 166121.1855548758 5391832.129712449, 166113.83846848345 5391841.494554599, 166112.8365930663 5391840.7269442305, 166109.4970083425 5391845.025563115, 166110.49888375966 5391845.79317384, 166103.48575583965 5391854.850985198, 166102.70651940414 5391854.236896011, 166099.36693468032 5391858.535521166, 166101.70464398697 5391860.3777897, 166095.80471097492 5391867.900390019, 166110.49888375966 5391879.568108718, 166115.0629828822 5391873.580724916, 166115.39694135456 5391873.887770148, 166121.51951334818 5391866.211642474, 166120.517637931 5391865.290507581, 166123.85722265483 5391861.298924108, 166124.7477785812 5391861.91301376)));yes;1;0.0;0
buildings.4777;MULTIPOLYGON (((166075.321924669 5391920.5587633075, 166081.11053819023 5391913.189643491, 166082.89165004293 5391914.571353008, 166086.67651272987 5391909.812132199, 166086.8991517115 5391909.965655413, 166092.46512625116 5391903.057113313, 166091.463250834 5391902.289497843, 166094.691516067 5391898.144375399, 166095.69339148412 5391898.911990524, 166101.81596347777 5391891.235842117, 166101.48200500538 5391890.928796312, 166106.15742361872 5391885.094927968, 166092.01984828795 5391873.887770148, 166086.34255425748 5391880.94981322, 166084.00484495086 5391879.107540594, 166080.66526022705 5391883.406177292, 166081.33317717182 5391884.020268411, 166074.20872976104 5391893.078117154, 166073.2068543439 5391892.156979589, 166069.86726962007 5391896.455622344, 166071.537061982 5391897.683806355, 166067.86351878583 5391902.289497843, 166066.5276848963 5391901.214836289, 166062.18622475537 5391906.741668457, 166058.62400105 5391906.741668457, 166058.62400105 5391903.364159515, 166056.84288919726 5391901.982451671, 166058.2900425776 5391900.140174862, 166051.16559516682 5391894.4598236745, 166050.83163669443 5391894.766869597, 166048.49392738778 5391892.924594219, 166046.8241350259 5391895.073915525, 166041.5921189586 5391890.928796312, 166032.46392071355 5391902.596544021, 166037.13933932688 5391906.281098985, 166035.0242690018 5391909.044516169, 166037.91857576242 5391911.347364449, 166037.58461729003 5391911.65441093, 166045.59962062718 5391917.948866036, 166046.15621808113 5391917.181249332, 166054.17122141825 5391923.629231629, 166053.61462396427 5391924.396848869, 166060.51643239346 5391929.7701713275, 166060.73907137505 5391929.463124245, 166064.07865609886 5391932.226548349, 166065.1918510068 5391930.844836193, 166069.08803318455 5391934.068831539, 166077.993592448 5391922.708091027, 166075.321924669 5391920.5587633075)));yes;1;0.0;0
buildings.4778;MULTIPOLYGON (((168125.67109779397 5391130.791352212, 168138.3949155916 5391133.370325622, 168143.6825914043 5391134.383493946, 168144.40616809446 5391130.837405302, 168147.10009977166 5391131.374691376, 168148.8812116244 5391122.762766965, 168145.55275884963 5391122.08732225, 168146.29859943796 5391118.4030792285, 168149.6270522127 5391119.078523675, 168154.51397785847 5391095.28448771, 168151.06307364392 5391094.59369403, 168151.79778228313 5391091.001567728, 168155.2486864977 5391091.69236114, 168156.71810377616 5391084.477410275, 168154.01304014993 5391083.924775966, 168156.39527725292 5391072.181304826, 168157.0297983504 5391069.049715034, 168159.73486197673 5391069.602348453, 168161.4491821349 5391061.021183301, 168158.22091690195 5391060.407146744, 168159.11147282826 5391056.262401046, 168141.5229932829 5391052.578184207, 168140.409798375 5391052.8852022225, 168138.6286865223 5391053.345729261, 168122.59867984804 5391057.336964569, 168121.8194434125 5391054.573801481, 168119.81569257824 5391055.034328603, 168121.26284595852 5391060.407146744, 168117.92326123477 5391061.328201597, 168116.58742734522 5391055.801873865, 168108.3497850265 5391057.951000921, 168113.47048160303 5391078.521242301, 168121.5968044309 5391076.525619868, 168121.15152646773 5391074.376488497, 168135.73437976168 5391070.692264453, 168135.51174078006 5391069.771208667, 168136.7362551788 5391069.464190095, 168136.9588941604 5391070.3852458475, 168140.52111786578 5391069.464190095, 168140.07583990262 5391071.459811007, 168140.85507633814 5391071.613320326, 168140.2984788842 5391074.837016604, 168139.40792295785 5391074.529997861, 168138.85132550387 5391077.139657492, 168136.7362551788 5391076.832638677, 168134.59892095558 5391087.378740906, 168136.83644272052 5391087.839269658, 168134.74363629363 5391098.016960993, 168132.50611452866 5391097.556431733, 168131.50423911153 5391102.4687450295, 168130.9699055557 5391104.924902659, 168130.2908566619 5391108.302120457, 168132.57290622313 5391108.762650254, 168132.01630876918 5391111.525829507, 168131.58216275508 5391113.674969497, 168130.51349564345 5391118.940364578, 168128.2425780313 5391118.479834275, 168125.67109779397 5391130.791352212)));yes;1;0.0;0
buildings.4779;MULTIPOLYGON (((168052.1334421759 5391097.40292198, 168054.13719301022 5391105.2319224095, 168057.14281926164 5391104.464373056, 168058.14469467878 5391104.3108631885, 168056.14094384448 5391096.32835381, 168055.25038791815 5391096.635373277, 168052.1334421759 5391097.40292198)));yes;1;0.0;0
buildings.4780;MULTIPOLYGON (((167455.90624948713 5389947.993247966, 167459.35715370174 5389943.542018711, 167456.68548592273 5389941.393150178, 167456.01756897796 5389942.314093774, 167452.90062323574 5389942.6210749885, 167452.56666476335 5389945.383906419, 167455.90624948713 5389947.993247966)));yes;1;0.0;0
buildings.4781;MULTIPOLYGON (((168083.19158010726 5391158.500002939, 168083.63685807041 5391158.80702446, 168095.88200205768 5391167.096609483, 168095.43672409453 5391167.710653111, 168097.77443340115 5391169.245762366, 168100.66874016175 5391164.793946232, 168085.6406089047 5391154.662234737, 168083.19158010726 5391158.500002939)));yes;1;0.0;0
buildings.4782;MULTIPOLYGON (((166284.6248312585 5391725.186956995, 166303.47122104978 5391742.918551555, 166292.58417485023 5391756.443712734, 166299.02957336715 5391761.755529455, 166297.1482739727 5391764.918057615, 166304.6512076522 5391770.552273085, 166332.01353848918 5391736.409286925, 166297.68260752852 5391709.082707028, 166284.6248312585 5391725.186956995)));yes;1;0.0;0
buildings.4783;MULTIPOLYGON (((166241.77795925218 5391775.065788768, 166277.0105780882 5391802.699606212, 166300.44333090022 5391775.818041596, 166288.34290225097 5391763.996932796, 166285.84934565722 5391767.159461722, 166283.15541398 5391764.979465938, 166276.62095987046 5391773.407762344, 166258.08626465336 5391755.829630075, 166241.77795925218 5391775.065788768)));yes;1;0.0;0
buildings.4784;MULTIPOLYGON (((168139.7418814302 5391050.122040459, 168140.409798375 5391052.8852022225, 168141.5229932829 5391052.578184207, 168159.11147282826 5391056.262401046, 168158.22091690195 5391060.407146744, 168161.4491821349 5391061.021183301, 168163.00765500602 5391053.49923828, 168142.63618819087 5391049.3544956725, 168139.7418814302 5391050.122040459)));yes;1;0.0;0
buildings.4785;MULTIPOLYGON (((165821.3131105769 5391757.195964052, 165830.17414204404 5391747.892615344, 165823.94025055962 5391741.951372796, 165821.98102752163 5391744.008546787, 165820.54500609043 5391745.513047458, 165817.09410187582 5391742.212357529, 165810.44832827544 5391749.182187875, 165814.22205901335 5391752.789921502, 165815.40204561577 5391751.561756708, 165821.3131105769 5391757.195964052)));yes;1;0.0;0
buildings.4786;MULTIPOLYGON (((165838.1557495339 5391762.599893661, 165839.60290291422 5391761.0953902155, 165841.52873010494 5391759.084268643, 165835.30597056958 5391753.096962728, 165826.4560710515 5391762.29285212, 165832.53411524883 5391768.141995205, 165831.33186474827 5391769.385514288, 165835.08333158802 5391772.977903692, 165841.74023713745 5391766.054111684, 165838.1557495339 5391762.599893661)));yes;1;0.0;0
buildings.4787;MULTIPOLYGON (((165828.08133561714 5391635.93077055, 165821.95876362346 5391630.09706282, 165813.2758433416 5391639.30818197, 165819.50973482605 5391645.295414329, 165821.40216616952 5391643.299669779, 165822.96063904066 5391641.764481954, 165826.4115432552 5391644.988376676, 165833.0907127028 5391638.080032219, 165829.41716950663 5391634.549102601, 165828.08133561714 5391635.93077055)));yes;1;0.0;0
buildings.4788;MULTIPOLYGON (((165866.40863629722 5391789.512124157, 165862.7573569992 5391786.04254527, 165864.18224648136 5391784.538038016, 165866.1526014684 5391782.465502913, 165859.92984193304 5391776.554942384, 165851.11333826225 5391785.842967763, 165857.14685466324 5391791.569308715, 165855.96686806084 5391792.812830941, 165859.8073904932 5391796.4666379625, 165866.40863629722 5391789.512124157)));yes;1;0.0;0
buildings.4789;MULTIPOLYGON (((165880.06753781758 5391739.387581968, 165876.20475148704 5391735.718445428, 165875.03589683372 5391736.946608125, 165869.0246443309 5391731.235652973, 165860.11908506742 5391740.600393107, 165866.38637239908 5391746.556986844, 165868.32333153888 5391744.515164333, 165869.73708907198 5391743.02601587, 165873.34384057365 5391746.464874542, 165880.06753781758 5391739.387581968)));yes;1;0.0;0
buildings.4790;MULTIPOLYGON (((165897.23300329788 5391769.155232961, 165903.8899088473 5391762.139331358, 165900.01599056774 5391758.470185807, 165898.80260811807 5391759.744407734, 165892.8136195134 5391754.06414265, 165883.96371999534 5391763.413553788, 165890.231007327 5391769.339458023, 165892.19023036497 5391767.266926318, 165893.62625179617 5391765.747070032, 165897.23300329788 5391769.155232961)));yes;1;0.0;0
buildings.4791;MULTIPOLYGON (((165855.73309713014 5391716.620536462, 165851.925970545 5391712.936056951, 165850.7014561463 5391714.210272616, 165844.75699533793 5391708.483979496, 165835.8959638708 5391717.679824595, 165842.15211925338 5391723.697811639, 165844.08907839318 5391721.686698187, 165845.5362317735 5391720.182201387, 165849.04279573352 5391723.559643529, 165855.73309713014 5391716.620536462)));yes;1;0.0;0
buildings.4792;MULTIPOLYGON (((165796.0992459122 5391733.738033427, 165802.85633900334 5391726.706806631, 165799.4499625851 5391723.421475416, 165800.9082479145 5391721.9016263215, 165802.8229431561 5391719.905865264, 165796.61131556984 5391713.949288672, 165787.75028410272 5391723.175843219, 165793.73927270737 5391728.93284947, 165792.47023051235 5391730.253123406, 165796.0992459122 5391733.738033427)));yes;1;0.0;0
buildings.4793;MULTIPOLYGON (((165870.5051935584 5391804.434398611, 165879.37735697464 5391795.100298195, 165873.19912523564 5391789.235785969, 165871.27329804486 5391791.262266214, 165869.83727661366 5391792.76677456, 165866.40863629722 5391789.512124157, 165859.8073904932 5391796.4666379625, 165863.6256490274 5391800.089742147, 165864.71658003717 5391798.938331767, 165870.5051935584 5391804.434398611)));yes;1;0.0;0
buildings.4794;MULTIPOLYGON (((165803.81368662417 5391669.858459385, 165794.68548837915 5391661.107867113, 165789.0081943487 5391667.095113564, 165787.67236045914 5391665.866960131, 165784.55541471695 5391669.090863242, 165791.5685426369 5391675.692192159, 165794.46284939756 5391672.62180603, 165795.91000277788 5391674.15699897, 165797.9137536121 5391675.999230829, 165803.81368662417 5391669.858459385)));yes;1;0.0;0
buildings.4795;MULTIPOLYGON (((165845.91471804216 5391780.976348344, 165854.77574950934 5391771.749736213, 165848.56412192306 5391765.777774197, 165846.60489888507 5391767.819601394, 165845.15774550478 5391769.339458023, 165841.74023713745 5391766.054111684, 165835.08333158802 5391772.977903692, 165838.8459303768 5391776.600998684, 165840.0593128265 5391775.342126533, 165845.91471804216 5391780.976348344)));yes;1;0.0;0
buildings.4796;MULTIPOLYGON (((165912.26113455498 5391772.471284585, 165906.0049791724 5391766.560730436, 165907.21836162204 5391765.286507568, 165903.8899088473 5391762.139331358, 165897.23300329788 5391769.155232961, 165900.62824776708 5391772.379172025, 165899.19222633587 5391773.883677304, 165897.17734355252 5391776.017618886, 165903.35557529156 5391781.8667706335, 165912.26113455498 5391772.471284585)));yes;1;0.0;0
buildings.4797;MULTIPOLYGON (((165813.5541420686 5391738.834908586, 165814.97903155076 5391737.345761036, 165816.9493865378 5391735.273236493, 165810.72662700244 5391729.347354057, 165801.85446358623 5391738.635332095, 165807.86571608906 5391744.361643861, 165806.68572948666 5391745.605159753, 165810.44832827544 5391749.182187875, 165817.09410187582 5391742.212357529, 165813.5541420686 5391738.834908586)));yes;1;0.0;0
