id;the_geom;junction;type;lanes;maxspeed;oneway
roads.774;MULTILINESTRING ((167468.48535194676 5391382.781938525, 167458.34414633556 5391390.089230514, 167440.59981950306 5391408.081158893));;residential;1;50.0;
roads.775;MULTILINESTRING ((167468.48535194676 5391382.781938525, 167475.4762159686 5391371.038088473, 167473.2720900509 5391309.586525072, 167476.7229942655 5391298.011632203, 167514.52709333893 5391223.297121348));;residential;1;50.0;
roads.776;MULTILINESTRING ((167514.52709333893 5391223.297121348, 167476.7229942655 5391298.011632203, 167473.2720900509 5391309.586525072, 167475.4762159686 5391371.038088473, 167468.48535194676 5391382.781938525));;residential;1;50.0;
roads.777;MULTILINESTRING ((167514.52709333893 5391223.297121348, 167519.3026994939 5391215.68293752));;residential;1;50.0;
roads.778;MULTILINESTRING ((167519.3026994939 5391215.68293752, 167514.52709333893 5391223.297121348));;residential;1;50.0;
roads.779;MULTILINESTRING ((167232.61048290494 5391589.0002311645, 167266.71877488395 5391531.646123182, 167267.47574742138 5391530.279822477));;residential;1;50.0;
roads.780;MULTILINESTRING ((167267.47574742138 5391530.279822477, 167266.71877488395 5391531.646123182, 167232.61048290494 5391589.0002311645));;residential;1;50.0;
roads.781;MULTILINESTRING ((167267.47574742138 5391530.279822477, 167278.99731471846 5391509.677874493));;residential;1;50.0;
roads.782;MULTILINESTRING ((167278.99731471846 5391509.677874493, 167267.47574742138 5391530.279822477));;residential;1;50.0;
roads.783;MULTILINESTRING ((167278.99731471846 5391509.677874493, 167287.35740847705 5391506.454026873));;residential;1;50.0;
roads.784;MULTILINESTRING ((167287.35740847705 5391506.454026873, 167278.99731471846 5391509.677874493));;residential;1;50.0;
roads.785;MULTILINESTRING ((167287.35740847705 5391506.454026873, 167303.02006083168 5391507.605400898, 167332.07444792872 5391510.368699131, 167351.8336575445 5391512.180195094));;residential;1;50.0;
roads.786;MULTILINESTRING ((167351.8336575445 5391512.180195094, 167332.07444792872 5391510.368699131, 167303.02006083168 5391507.605400898, 167287.35740847705 5391506.454026873));;residential;1;50.0;
roads.787;MULTILINESTRING ((167351.8336575445 5391512.180195094, 167383.81574724943 5391516.555419843));;residential;1;50.0;
roads.788;MULTILINESTRING ((167383.81574724943 5391516.555419843, 167351.8336575445 5391512.180195094));;residential;1;50.0;
roads.789;MULTILINESTRING ((167383.81574724943 5391516.555419843, 167389.8158678032 5391524.261961102, 167398.8661424047 5391527.071319367, 167408.30603522394 5391524.753214946));;residential;1;50.0;
roads.790;MULTILINESTRING ((167408.30603522394 5391524.753214946, 167398.8661424047 5391527.071319367, 167389.8158678032 5391524.261961102, 167383.81574724943 5391516.555419843));;residential;1;50.0;
roads.791;MULTILINESTRING ((167408.30603522394 5391524.753214946, 167439.6758677295 5391517.046673283, 167446.57767615866 5391515.388693042, 167452.78930374494 5391515.496154715, 167465.27935061193 5391523.202695089, 167471.0123043878 5391526.426548544, 167475.77677859372 5391526.503306972));;residential;1;50.0;
roads.792;MULTILINESTRING ((167475.77677859372 5391526.503306972, 167471.0123043878 5391526.426548544, 167465.27935061193 5391523.202695089, 167452.78930374494 5391515.496154715, 167446.57767615866 5391515.388693042, 167439.6758677295 5391517.046673283, 167408.30603522394 5391524.753214946));;residential;1;50.0;
roads.793;MULTILINESTRING ((167475.77677859372 5391526.503306972, 167482.7008509211 5391523.402266937, 167504.59739476015 5391519.932787733));;residential;1;50.0;
roads.794;MULTILINESTRING ((167504.59739476015 5391519.932787733, 167482.7008509211 5391523.402266937, 167475.77677859372 5391526.503306972));;residential;1;50.0;
roads.795;MULTILINESTRING ((167504.59739476015 5391519.932787733, 167511.91108530527 5391520.301227945, 167520.2823110129 5391525.444040707));;residential;1;50.0;
roads.796;MULTILINESTRING ((167520.2823110129 5391525.444040707, 167511.91108530527 5391520.301227945, 167504.59739476015 5391519.932787733));;residential;1;50.0;
roads.797;MULTILINESTRING ((167520.2823110129 5391525.444040707, 167563.97521114926 5391551.419126717, 167575.86413276597 5391558.158537417));;residential;1;50.0;
roads.798;MULTILINESTRING ((167575.86413276597 5391558.158537417, 167563.97521114926 5391551.419126717, 167520.2823110129 5391525.444040707));;residential;1;50.0;
roads.799;MULTILINESTRING ((167575.86413276597 5391558.158537417, 167589.73454131882 5391567.661268346));;residential;1;50.0;
roads.800;MULTILINESTRING ((167589.73454131882 5391567.661268346, 167575.86413276597 5391558.158537417));;residential;1;50.0;
roads.801;MULTILINESTRING ((167287.35740847705 5391506.454026873, 167253.5608110722 5391453.675195328, 167253.01534556734 5391445.861251939, 167254.5960823366 5391439.582469193, 167260.3067722143 5391431.446155587, 167265.22709370736 5391428.375850423, 167271.96192290034 5391425.305546278, 167277.29412650934 5391425.013867439, 167305.9143675923 5391440.841295711, 167313.04994695217 5391452.769453028));;residential;1;50.0;
roads.802;MULTILINESTRING ((167313.04994695217 5391452.769453028, 167305.9143675923 5391440.841295711, 167277.29412650934 5391425.013867439, 167271.96192290034 5391425.305546278, 167265.22709370736 5391428.375850423, 167260.3067722143 5391431.446155587, 167254.5960823366 5391439.582469193, 167253.01534556734 5391445.861251939, 167253.5608110722 5391453.675195328, 167287.35740847705 5391506.454026873));;residential;1;50.0;
roads.803;MULTILINESTRING ((167346.50145393552 5391658.191004862, 167379.18485643246 5391603.630498111, 167385.90855367636 5391602.141372298));;residential;1;50.0;
roads.804;MULTILINESTRING ((167385.90855367636 5391602.141372298, 167379.18485643246 5391603.630498111, 167346.50145393552 5391658.191004862));;residential;1;50.0;
roads.805;MULTILINESTRING ((167385.90855367636 5391602.141372298, 167404.64362397685 5391612.319628767));;residential;1;50.0;
roads.806;MULTILINESTRING ((167404.64362397685 5391612.319628767, 167385.90855367636 5391602.141372298));;residential;1;50.0;
roads.807;MULTILINESTRING ((167404.64362397685 5391612.319628767, 167408.57320200186 5391614.453533122, 167410.88864741038 5391617.754177527, 167417.89064338122 5391640.904776887, 167421.83135335532 5391642.670242739, 167449.18255224323 5391635.731196278));;residential;1;50.0;
roads.808;MULTILINESTRING ((167449.18255224323 5391635.731196278, 167421.83135335532 5391642.670242739, 167417.89064338122 5391640.904776887, 167410.88864741038 5391617.754177527, 167408.57320200186 5391614.453533122, 167404.64362397685 5391612.319628767));;residential;1;50.0;
roads.809;MULTILINESTRING ((167449.18255224323 5391635.731196278, 167476.6784664692 5391628.77680316, 167479.17202306297 5391625.9520621905, 167478.82693264147 5391621.576785763, 167474.96414631096 5391607.37634142, 167480.89747517023 5391597.2748494));;residential;1;50.0;
roads.810;MULTILINESTRING ((167480.89747517023 5391597.2748494, 167474.96414631096 5391607.37634142, 167478.82693264147 5391621.576785763, 167479.17202306297 5391625.9520621905, 167476.6784664692 5391628.77680316, 167449.18255224323 5391635.731196278));;residential;1;50.0;
roads.811;MULTILINESTRING ((167480.89747517023 5391597.2748494, 167506.54548584897 5391553.629775701, 167508.33772965075 5391546.61403735, 167505.27644365394 5391523.93957578));;residential;1;50.0;
roads.812;MULTILINESTRING ((167505.27644365394 5391523.93957578, 167508.33772965075 5391546.61403735, 167506.54548584897 5391553.629775701, 167480.89747517023 5391597.2748494));;residential;1;50.0;
roads.813;MULTILINESTRING ((167505.27644365394 5391523.93957578, 167504.59739476015 5391519.932787733));;residential;1;50.0;
roads.814;MULTILINESTRING ((167504.59739476015 5391519.932787733, 167505.27644365394 5391523.93957578));;residential;1;50.0;
roads.815;MULTILINESTRING ((167368.77648404325 5391589.952042161, 167350.52008755316 5391578.944814502, 167340.82415990508 5391557.268136634));;residential;1;50.0;
roads.816;MULTILINESTRING ((167340.82415990508 5391557.268136634, 167350.52008755316 5391578.944814502, 167368.77648404325 5391589.952042161));;residential;1;50.0;
roads.817;MULTILINESTRING ((167340.82415990508 5391557.268136634, 167349.85217060838 5391538.339464371, 167351.8336575445 5391512.180195094));;residential;1;50.0;
roads.818;MULTILINESTRING ((167351.8336575445 5391512.180195094, 167349.85217060838 5391538.339464371, 167340.82415990508 5391557.268136634));;residential;1;50.0;
roads.819;MULTILINESTRING ((167669.82891494458 5391297.520390385, 167665.94386471587 5391305.671937668));;footway;1;50.0;
roads.820;MULTILINESTRING ((167665.94386471587 5391305.671937668, 167669.82891494458 5391297.520390385));;footway;1;50.0;
roads.821;MULTILINESTRING ((167665.94386471587 5391305.671937668, 167658.81941730515 5391318.6591634145));;footway;1;50.0;
roads.822;MULTILINESTRING ((167658.81941730515 5391318.6591634145, 167665.94386471587 5391305.671937668));;footway;1;50.0;
roads.823;MULTILINESTRING ((167658.81941730515 5391318.6591634145, 167654.22192233536 5391327.225215893));;footway;1;50.0;
roads.824;MULTILINESTRING ((167654.22192233536 5391327.225215893, 167658.81941730515 5391318.6591634145));;footway;1;50.0;
roads.825;MULTILINESTRING ((167654.22192233536 5391327.225215893, 167646.03993976206 5391342.469124575));;footway;1;50.0;
roads.826;MULTILINESTRING ((167646.03993976206 5391342.469124575, 167654.22192233536 5391327.225215893));;footway;1;50.0;
roads.827;MULTILINESTRING ((167646.03993976206 5391342.469124575, 167635.05270602077 5391339.797984684, 167631.75764909328 5391343.497667151));;footway;1;50.0;
roads.828;MULTILINESTRING ((167631.75764909328 5391343.497667151, 167635.05270602077 5391339.797984684, 167646.03993976206 5391342.469124575));;footway;1;50.0;
roads.829;MULTILINESTRING ((167631.75764909328 5391343.497667151, 167627.19354997075 5391351.065901864));;footway;1;50.0;
roads.830;MULTILINESTRING ((167627.19354997075 5391351.065901864, 167631.75764909328 5391343.497667151));;footway;1;50.0;
roads.831;MULTILINESTRING ((167627.19354997075 5391351.065901864, 167610.62920974073 5391380.801601982, 167619.60156069865 5391385.606605331));;footway;1;50.0;
roads.832;MULTILINESTRING ((167619.60156069865 5391385.606605331, 167610.62920974073 5391380.801601982, 167627.19354997075 5391351.065901864));;footway;1;50.0;
roads.833;MULTILINESTRING ((167619.60156069865 5391385.606605331, 167600.37668463864 5391418.56623225));;footway;1;50.0;
roads.834;MULTILINESTRING ((167600.37668463864 5391418.56623225, 167619.60156069865 5391385.606605331));;footway;1;50.0;
roads.835;MULTILINESTRING ((167600.37668463864 5391418.56623225, 167580.11653731426 5391453.30675777, 167562.116175653 5391482.812511917));;footway;1;50.0;
roads.836;MULTILINESTRING ((167562.116175653 5391482.812511917, 167580.11653731426 5391453.30675777, 167600.37668463864 5391418.56623225));;footway;1;50.0;
roads.837;MULTILINESTRING ((167562.116175653 5391482.812511917, 167544.95071017268 5391482.981379666));;footway;1;50.0;
roads.838;MULTILINESTRING ((167544.95071017268 5391482.981379666, 167562.116175653 5391482.812511917));;footway;1;50.0;
roads.839;MULTILINESTRING ((167646.03993976206 5391342.469124575, 167653.20891496915 5391352.677798494, 167649.70235100915 5391358.004735066));;footway;1;50.0;
roads.840;MULTILINESTRING ((167649.70235100915 5391358.004735066, 167653.20891496915 5391352.677798494, 167646.03993976206 5391342.469124575));;footway;1;50.0;
roads.841;MULTILINESTRING ((167649.70235100915 5391358.004735066, 167646.73012060497 5391362.518049718));;footway;1;50.0;
roads.842;MULTILINESTRING ((167646.73012060497 5391362.518049718, 167649.70235100915 5391358.004735066));;footway;1;50.0;
roads.843;MULTILINESTRING ((167646.73012060497 5391362.518049718, 167628.5071199621 5391390.1966907345, 167619.60156069865 5391385.606605331));;footway;1;50.0;
roads.844;MULTILINESTRING ((167619.60156069865 5391385.606605331, 167628.5071199621 5391390.1966907345, 167646.73012060497 5391362.518049718));;footway;1;50.0;
roads.845;MULTILINESTRING ((167530.04503035545 5391423.524770342, 167533.41801092654 5391419.79435289, 167540.94320850415 5391407.436396349, 167548.1678434566 5391398.409725473, 167556.9064234839 5391392.0235146545, 167557.06227077098 5391376.3036298575, 167556.59472890967 5391372.803502891));;footway;1;50.0;
roads.846;MULTILINESTRING ((167556.59472890967 5391372.803502891, 167557.06227077098 5391376.3036298575, 167556.9064234839 5391392.0235146545, 167548.1678434566 5391398.409725473, 167540.94320850415 5391407.436396349, 167533.41801092654 5391419.79435289, 167530.04503035545 5391423.524770342));;footway;1;50.0;
roads.847;MULTILINESTRING ((167556.59472890967 5391372.803502891, 167561.0920363377 5391369.441540074, 167569.3408106055 5391360.046472376, 167579.35956477688 5391344.618318152, 167580.6063430738 5391332.060894179));;footway;1;50.0;
roads.848;MULTILINESTRING ((167580.6063430738 5391332.060894179, 167579.35956477688 5391344.618318152, 167569.3408106055 5391360.046472376, 167561.0920363377 5391369.441540074, 167556.59472890967 5391372.803502891));;footway;1;50.0;
roads.849;MULTILINESTRING ((167580.6063430738 5391332.060894179, 167562.96220378307 5391329.7274872, 167557.1847222109 5391319.534189919, 167542.65752866236 5391293.191322995, 167504.57513086198 5391274.800484784));;footway;1;50.0;
roads.850;MULTILINESTRING ((167504.57513086198 5391274.800484784, 167542.65752866236 5391293.191322995, 167557.1847222109 5391319.534189919, 167562.96220378307 5391329.7274872, 167580.6063430738 5391332.060894179));;footway;1;50.0;
roads.851;MULTILINESTRING ((167530.679551453 5391220.856283513, 167526.57186224268 5391229.222680031));;footway;1;50.0;
roads.852;MULTILINESTRING ((167526.57186224268 5391229.222680031, 167530.679551453 5391220.856283513));;footway;1;50.0;
roads.853;MULTILINESTRING ((167526.57186224268 5391229.222680031, 167504.57513086198 5391274.800484784));;footway;1;50.0;
roads.854;MULTILINESTRING ((167504.57513086198 5391274.800484784, 167526.57186224268 5391229.222680031));;footway;1;50.0;
roads.855;MULTILINESTRING ((167504.57513086198 5391274.800484784, 167488.36701300245 5391309.325552526, 167484.20366404677 5391318.751271462, 167482.75651066648 5391327.209864538, 167487.24268614544 5391387.955377844));;footway;1;50.0;
roads.856;MULTILINESTRING ((167487.24268614544 5391387.955377844, 167482.75651066648 5391327.209864538, 167484.20366404677 5391318.751271462, 167488.36701300245 5391309.325552526, 167504.57513086198 5391274.800484784));;footway;1;50.0;
roads.857;MULTILINESTRING ((167487.24268614544 5391387.955377844, 167493.30959839368 5391389.152791513, 167500.233670721 5391384.025405874, 167511.09845302245 5391377.1633103695, 167529.52182874875 5391369.441540074, 167532.09330898608 5391368.781428798, 167535.4106298117 5391369.364782947, 167541.26603502742 5391371.544685616, 167551.7189352129 5391372.803502891, 167556.59472890967 5391372.803502891));;footway;1;50.0;
roads.858;MULTILINESTRING ((167556.59472890967 5391372.803502891, 167551.7189352129 5391372.803502891, 167541.26603502742 5391371.544685616, 167535.4106298117 5391369.364782947, 167532.09330898608 5391368.781428798, 167529.52182874875 5391369.441540074, 167511.09845302245 5391377.1633103695, 167500.233670721 5391384.025405874, 167493.30959839368 5391389.152791513, 167487.24268614544 5391387.955377844));;footway;1;50.0;
roads.859;MULTILINESTRING ((167843.20902185512 5390815.072097344, 167872.64189522085 5390786.704404119, 167898.4457531867 5390771.937273523, 167916.53517044065 5390766.058058639, 167935.73778260246 5390761.882743808, 167953.637956722 5390761.0384708205, 167969.40079661834 5390762.8191194, 167991.72035452243 5390769.082092983));;residential;1;50.0;
roads.860;MULTILINESTRING ((167991.72035452243 5390769.082092983, 167969.40079661834 5390762.8191194, 167953.637956722 5390761.0384708205, 167935.73778260246 5390761.882743808, 167916.53517044065 5390766.058058639, 167898.4457531867 5390771.937273523, 167872.64189522085 5390786.704404119, 167843.20902185512 5390815.072097344));;residential;1;50.0;
roads.861;MULTILINESTRING ((167991.72035452243 5390769.082092983, 168006.6928260341 5390774.792454943, 168023.36848575494 5390782.928191766, 168034.2666639036 5390789.866599385));;residential;1;50.0;
roads.862;MULTILINESTRING ((168034.2666639036 5390789.866599385, 168023.36848575494 5390782.928191766, 168006.6928260341 5390774.792454943, 167991.72035452243 5390769.082092983));;residential;1;50.0;
roads.863;MULTILINESTRING ((168034.2666639036 5390789.866599385, 168051.0647750643 5390807.780609461, 168062.18559219452 5390825.034581649));;residential;1;50.0;
roads.864;MULTILINESTRING ((168062.18559219452 5390825.034581649, 168051.0647750643 5390807.780609461, 168034.2666639036 5390789.866599385));;residential;1;50.0;
roads.865;MULTILINESTRING ((168062.18559219452 5390825.034581649, 168069.27664375806 5390843.2403202485, 168073.31754127386 5390868.507365822));;residential;1;50.0;
roads.866;MULTILINESTRING ((168073.31754127386 5390868.507365822, 168069.27664375806 5390843.2403202485, 168062.18559219452 5390825.034581649));;residential;1;50.0;
roads.867;MULTILINESTRING ((167951.75665732764 5390829.946750429, 167962.56577988365 5390816.453643062, 167991.72035452243 5390769.082092983));;residential;1;50.0;
roads.868;MULTILINESTRING ((167991.72035452243 5390769.082092983, 167962.56577988365 5390816.453643062, 167951.75665732764 5390829.946750429));;residential;1;50.0;
roads.869;MULTILINESTRING ((167991.72035452243 5390769.082092983, 168001.3160946288 5390740.085174887));;residential;1;50.0;
roads.870;MULTILINESTRING ((168001.3160946288 5390740.085174887, 167991.72035452243 5390769.082092983));;residential;1;50.0;
roads.871;MULTILINESTRING ((167166.06369130872 5391555.993942558, 167124.12963912688 5391626.305154766));;residential;1;50.0;
roads.872;MULTILINESTRING ((167124.12963912688 5391626.305154766, 167166.06369130872 5391555.993942558));;residential;1;50.0;
roads.873;MULTILINESTRING ((167124.12963912688 5391626.305154766, 167196.18674551733 5391670.441832497, 167199.3927468522 5391676.628660129, 167198.99199668533 5391684.964764445, 167156.16738857722 5391758.853987575));;residential;1;50.0;
roads.874;MULTILINESTRING ((167156.16738857722 5391758.853987575, 167198.99199668533 5391684.964764445, 167199.3927468522 5391676.628660129, 167196.18674551733 5391670.441832497, 167124.12963912688 5391626.305154766));;residential;1;50.0;
roads.875;MULTILINESTRING ((167091.76906315328 5391610.600224174, 167124.12963912688 5391626.305154766));;residential;1;50.0;
roads.876;MULTILINESTRING ((167124.12963912688 5391626.305154766, 167091.76906315328 5391610.600224174));;residential;1;50.0;
roads.877;MULTILINESTRING ((167090.3887014674 5391528.023124004, 167068.93743559156 5391560.307781035, 167036.4544081781 5391621.469322861, 167009.7488623368 5391667.5710230665));;residential;1;50.0;
roads.878;MULTILINESTRING ((167009.7488623368 5391667.5710230665, 167036.4544081781 5391621.469322861, 167068.93743559156 5391560.307781035, 167090.3887014674 5391528.023124004));;residential;1;50.0;
roads.879;MULTILINESTRING ((167009.7488623368 5391667.5710230665, 166899.70954568766 5391606.624102273));;residential;1;50.0;
roads.880;MULTILINESTRING ((166899.70954568766 5391606.624102273, 167009.7488623368 5391667.5710230665));;residential;1;50.0;
roads.881;MULTILINESTRING ((166892.81886920755 5391725.923853756, 166912.31091204545 5391687.190797255));;residential;1;50.0;
roads.882;MULTILINESTRING ((166912.31091204545 5391687.190797255, 166892.81886920755 5391725.923853756));;residential;1;50.0;
roads.883;MULTILINESTRING ((166912.31091204545 5391687.190797255, 166896.60373189452 5391677.01245851));;residential;1;50.0;
roads.884;MULTILINESTRING ((166896.60373189452 5391677.01245851, 166912.31091204545 5391687.190797255));;residential;1;50.0;
roads.885;MULTILINESTRING ((166912.31091204545 5391687.190797255, 166932.69351080965 5391698.244209465));;residential;1;50.0;
roads.886;MULTILINESTRING ((166932.69351080965 5391698.244209465, 166912.31091204545 5391687.190797255));;residential;1;50.0;
roads.887;MULTILINESTRING ((167275.4907507585 5391891.251194406, 167298.723128487 5391854.5439406));;residential;1;50.0;
roads.888;MULTILINESTRING ((167298.723128487 5391854.5439406, 167275.4907507585 5391891.251194406));;residential;1;50.0;
roads.889;MULTILINESTRING ((167066.25463586347 5390359.157912986, 167079.7465581476 5390368.475216753));;tertiary;1;50.0;
roads.890;MULTILINESTRING ((167079.7465581476 5390368.475216753, 167066.25463586347 5390359.157912986));;tertiary;1;50.0;
roads.891;MULTILINESTRING ((167079.7465581476 5390368.475216753, 167082.8078441444 5390370.225090335));;tertiary;1;50.0;
roads.892;MULTILINESTRING ((167082.8078441444 5390370.225090335, 167079.7465581476 5390368.475216753));;tertiary;1;50.0;
roads.893;MULTILINESTRING ((167082.8078441444 5390370.225090335, 167098.04748243402 5390379.527055444, 167108.7675493974 5390382.658412136));;tertiary;1;50.0;
roads.894;MULTILINESTRING ((167108.7675493974 5390382.658412136, 167098.04748243402 5390379.527055444, 167082.8078441444 5390370.225090335));;tertiary;1;50.0;
roads.895;MULTILINESTRING ((167278.74127988965 5390093.304034206, 167325.2950909394 5390158.354642013));;residential;1;50.0;
roads.896;MULTILINESTRING ((167325.2950909394 5390158.354642013, 167278.74127988965 5390093.304034206));;residential;1;50.0;
roads.897;MULTILINESTRING ((167351.45517127583 5390237.604029435, 167325.2950909394 5390158.354642013));;residential;1;50.0;
roads.898;MULTILINESTRING ((167325.2950909394 5390158.354642013, 167351.45517127583 5390237.604029435));;residential;1;50.0;
roads.899;MULTILINESTRING ((167325.2950909394 5390158.354642013, 167528.64240477147 5390070.602431264, 167707.6775418143 5389989.589321313, 167793.81656379014 5389951.231902324));;residential;1;50.0;
roads.900;MULTILINESTRING ((167793.81656379014 5389951.231902324, 167707.6775418143 5389989.589321313, 167528.64240477147 5390070.602431264, 167325.2950909394 5390158.354642013));;residential;1;50.0;
roads.901;MULTILINESTRING ((167793.81656379014 5389951.231902324, 167893.5031677955 5389902.974534757));;residential;1;50.0;
roads.902;MULTILINESTRING ((167893.5031677955 5389902.974534757, 167793.81656379014 5389951.231902324));;residential;1;50.0;
roads.903;MULTILINESTRING ((167893.5031677955 5389902.974534757, 167900.1934691922 5389901.071259512, 167922.16793667478 5389900.104273045, 167949.87535793323 5389907.748073593, 167986.18777582998 5389932.598143455, 168000.34761505888 5389947.486728666));;residential;1;50.0;
roads.904;MULTILINESTRING ((168000.34761505888 5389947.486728666, 167986.18777582998 5389932.598143455, 167949.87535793323 5389907.748073593, 167922.16793667478 5389900.104273045, 167900.1934691922 5389901.071259512, 167893.5031677955 5389902.974534757));;residential;1;50.0;
roads.905;MULTILINESTRING ((168000.34761505888 5389947.486728666, 168041.6026183469 5389990.878649081));;residential;1;50.0;
roads.906;MULTILINESTRING ((168041.6026183469 5389990.878649081, 168000.34761505888 5389947.486728666));;residential;1;50.0;
roads.907;MULTILINESTRING ((167804.6479502443 5389804.5572983315, 167865.79574653707 5389855.208583881, 167885.85551877803 5389881.96178374, 167893.5031677955 5389902.974534757));;residential;1;50.0;
roads.908;MULTILINESTRING ((167893.5031677955 5389902.974534757, 167885.85551877803 5389881.96178374, 167865.79574653707 5389855.208583881, 167804.6479502443 5389804.5572983315));;residential;1;50.0;
roads.909;MULTILINESTRING ((167576.08677174756 5389940.349414213, 167559.81186219357 5389923.818494108, 167634.57403221037 5389828.455461278, 167636.57778304466 5389827.135458377));;residential;1;50.0;
roads.910;MULTILINESTRING ((167636.57778304466 5389827.135458377, 167634.57403221037 5389828.455461278, 167559.81186219357 5389923.818494108, 167576.08677174756 5389940.349414213));;residential;1;50.0;
roads.911;MULTILINESTRING ((167636.57778304466 5389827.135458377, 167699.5400870373 5389738.63429751));;residential;1;50.0;
roads.912;MULTILINESTRING ((167699.5400870373 5389738.63429751, 167636.57778304466 5389827.135458377));;residential;1;50.0;
roads.913;MULTILINESTRING ((167699.5400870373 5389738.63429751, 167711.96334220984 5389738.63429751, 167756.86962479583 5389772.079225797));;residential;1;50.0;
roads.914;MULTILINESTRING ((167756.86962479583 5389772.079225797, 167711.96334220984 5389738.63429751, 167699.5400870373 5389738.63429751));;residential;1;50.0;
roads.915;MULTILINESTRING ((167636.57778304466 5389827.135458377, 167702.80174811755 5389872.706365066));;residential;1;50.0;
roads.916;MULTILINESTRING ((167702.80174811755 5389872.706365066, 167636.57778304466 5389827.135458377));;residential;1;50.0;
roads.917;MULTILINESTRING ((167702.80174811755 5389872.706365066, 167772.18718672902 5389920.963574958, 167793.81656379014 5389951.231902324));;residential;1;50.0;
roads.918;MULTILINESTRING ((167793.81656379014 5389951.231902324, 167772.18718672902 5389920.963574958, 167702.80174811755 5389872.706365066));;residential;1;50.0;
roads.919;MULTILINESTRING ((167683.57687205757 5389901.930803121, 167702.80174811755 5389872.706365066));;residential;1;50.0;
roads.920;MULTILINESTRING ((167702.80174811755 5389872.706365066, 167683.57687205757 5389901.930803121));;residential;1;50.0;
roads.921;MULTILINESTRING ((167318.42667835747 5389996.757372005, 167272.3626730672 5389961.945563192, 167269.52402605195 5389957.5250253985, 167269.63534554275 5389951.6156292185, 167270.91551968688 5389945.890425601, 167274.299632207 5389940.349414213, 167308.08509766278 5389890.419064944));;residential;1;50.0;
roads.922;MULTILINESTRING ((167308.08509766278 5389890.419064944, 167274.299632207 5389940.349414213, 167270.91551968688 5389945.890425601, 167269.63534554275 5389951.6156292185, 167269.52402605195 5389957.5250253985, 167272.3626730672 5389961.945563192, 167318.42667835747 5389996.757372005));;residential;1;50.0;
roads.923;MULTILINESTRING ((166730.9158017978 5390161.746864151, 166754.78270062388 5390178.2475099275, 166768.7087689221 5390206.874281398, 166867.12633073243 5390405.514278095));;residential;1;50.0;
roads.924;MULTILINESTRING ((166867.12633073243 5390405.514278095, 166768.7087689221 5390206.874281398, 166754.78270062388 5390178.2475099275, 166730.9158017978 5390161.746864151));;residential;1;50.0;
roads.925;MULTILINESTRING ((166867.12633073243 5390405.514278095, 166898.47389933985 5390481.48088923, 166901.6242409293 5390496.293606734));;residential;1;50.0;
roads.926;MULTILINESTRING ((166901.6242409293 5390496.293606734, 166898.47389933985 5390481.48088923, 166867.12633073243 5390405.514278095));;residential;1;50.0;
roads.927;MULTILINESTRING ((166901.6242409293 5390496.293606734, 166903.37195693474 5390504.521198917));;residential;1;50.0;
roads.928;MULTILINESTRING ((166903.37195693474 5390504.521198917, 166901.6242409293 5390496.293606734));;residential;1;50.0;
roads.929;MULTILINESTRING ((166607.596069897 5390286.63062171, 166666.68445561008 5390234.518770408, 166714.46278105854 5390177.188397828, 166730.9158017978 5390161.746864151));;residential;1;50.0;
roads.930;MULTILINESTRING ((166730.9158017978 5390161.746864151, 166714.46278105854 5390177.188397828, 166666.68445561008 5390234.518770408, 166607.596069897 5390286.63062171));;residential;1;50.0;
roads.931;MULTILINESTRING ((166730.9158017978 5390161.746864151, 166735.49103286944 5390144.739717683, 166747.01260016652 5390115.176828, 166753.4691306325 5390101.408473882, 166762.24110650705 5390090.249521848, 166797.6295726302 5390063.986896856, 166854.31345734216 5390018.952270781, 166888.35495762675 5389981.316139081, 166916.71916388086 5389945.199717632, 166924.878882556 5389933.718623777, 166928.60808549757 5389921.608234046, 166926.9160292375 5389903.86477654, 166923.09777070332 5389893.243276719, 166917.2089696403 5389886.366936505, 166914.4259823705 5389875.730107792, 166915.51691338027 5389855.193234966, 166918.11065751576 5389803.5903219385, 166918.14405336304 5389791.694985666, 166913.96957245827 5389784.619186434, 166904.44062404634 5389774.212706274, 166892.00623692473 5389770.129931118, 166879.46053031235 5389768.763890205));;residential;1;50.0;
roads.932;MULTILINESTRING ((166879.46053031235 5389768.763890205, 166892.00623692473 5389770.129931118, 166904.44062404634 5389774.212706274, 166913.96957245827 5389784.619186434, 166918.14405336304 5389791.694985666, 166918.11065751576 5389803.5903219385, 166915.51691338027 5389855.193234966, 166914.4259823705 5389875.730107792, 166917.2089696403 5389886.366936505, 166923.09777070332 5389893.243276719, 166926.9160292375 5389903.86477654, 166928.60808549757 5389921.608234046, 166924.878882556 5389933.718623777, 166916.71916388086 5389945.199717632, 166888.35495762675 5389981.316139081, 166854.31345734216 5390018.952270781, 166797.6295726302 5390063.986896856, 166762.24110650705 5390090.249521848, 166753.4691306325 5390101.408473882, 166747.01260016652 5390115.176828, 166735.49103286944 5390144.739717683, 166730.9158017978 5390161.746864151));;residential;1;50.0;
roads.933;MULTILINESTRING ((166879.46053031235 5389768.763890205, 166863.71995431418 5389770.636440718, 166852.13159532257 5389774.688518533, 166832.98464290614 5389780.874080131, 166791.94114665064 5389750.51421691));;residential;1;50.0;
