id;the_geom;junction;type;lanes;maxspeed;oneway
roads.65;MULTILINESTRING ((166681.3229686494 5391582.782758506, 166680.63278780648 5391578.883407413, 166679.24129417154 5391576.73415948, 166676.99264045752 5391574.984057959, 166673.44154870123 5391574.016896735));;tertiary;1;50.0;
roads.66;MULTILINESTRING ((166681.3229686494 5391582.782758506, 166701.73896326087 5391569.641644836));;tertiary;1;50.0;
roads.67;MULTILINESTRING ((166701.73896326087 5391569.641644836, 166681.3229686494 5391582.782758506));;tertiary;1;50.0;
roads.68;MULTILINESTRING ((166701.73896326087 5391569.641644836, 166707.67229212017 5391565.558078269));;tertiary;1;50.0;
roads.69;MULTILINESTRING ((166707.67229212017 5391565.558078269, 166701.73896326087 5391569.641644836));;tertiary;1;50.0;
roads.70;MULTILINESTRING ((166707.67229212017 5391565.558078269, 166743.02736239613 5391522.557924536, 166788.6794855704 5391457.651251568));;tertiary;1;50.0;
roads.71;MULTILINESTRING ((166788.6794855704 5391457.651251568, 166743.02736239613 5391522.557924536, 166707.67229212017 5391565.558078269));;tertiary;1;50.0;
roads.72;MULTILINESTRING ((166788.6794855704 5391457.651251568, 166804.17515868886 5391435.621772243, 166808.43869518623 5391430.939555168));;tertiary;1;50.0;
roads.73;MULTILINESTRING ((166808.43869518623 5391430.939555168, 166804.17515868886 5391435.621772243, 166788.6794855704 5391457.651251568));;tertiary;1;50.0;
roads.74;MULTILINESTRING ((166808.43869518623 5391430.939555168, 166823.78965296666 5391416.309560992));;tertiary;1;50.0;
roads.75;MULTILINESTRING ((166823.78965296666 5391416.309560992, 166808.43869518623 5391430.939555168));;tertiary;1;50.0;
roads.76;MULTILINESTRING ((166823.78965296666 5391416.309560992, 166829.06619683022 5391410.690912497));;tertiary;1;50.0;
roads.77;MULTILINESTRING ((166829.06619683022 5391410.690912497, 166823.78965296666 5391416.309560992));;tertiary;1;50.0;
roads.78;MULTILINESTRING ((166823.78965296666 5391416.309560992, 166852.95535955447 5391427.316595381, 166952.3970606801 5391472.097091895));;residential;1;50.0;
roads.79;MULTILINESTRING ((166952.3970606801 5391472.097091895, 166852.95535955447 5391427.316595381, 166823.78965296666 5391416.309560992));;residential;1;50.0;
roads.80;MULTILINESTRING ((166952.3970606801 5391472.097091895, 166989.74474984125 5391488.523313896, 167044.84789778388 5391512.057381796, 167082.49614957022 5391524.308016147));;residential;1;50.0;
roads.81;MULTILINESTRING ((167082.49614957022 5391524.308016147, 167044.84789778388 5391512.057381796, 166989.74474984125 5391488.523313896, 166952.3970606801 5391472.097091895));;residential;1;50.0;
roads.82;MULTILINESTRING ((167082.49614957022 5391524.308016147, 167090.3887014674 5391528.023124004));;residential;1;50.0;
roads.83;MULTILINESTRING ((167090.3887014674 5391528.023124004, 167082.49614957022 5391524.308016147));;residential;1;50.0;
roads.84;MULTILINESTRING ((167090.3887014674 5391528.023124004, 167166.06369130872 5391555.993942558));;residential;1;50.0;
roads.85;MULTILINESTRING ((167166.06369130872 5391555.993942558, 167090.3887014674 5391528.023124004));;residential;1;50.0;
roads.86;MULTILINESTRING ((167166.06369130872 5391555.993942558, 167232.61048290494 5391589.0002311645));;residential;1;50.0;
roads.87;MULTILINESTRING ((167232.61048290494 5391589.0002311645, 167166.06369130872 5391555.993942558));;residential;1;50.0;
roads.88;MULTILINESTRING ((167232.61048290494 5391589.0002311645, 167346.50145393552 5391658.191004862));;residential;1;50.0;
roads.89;MULTILINESTRING ((167346.50145393552 5391658.191004862, 167232.61048290494 5391589.0002311645));;residential;1;50.0;
roads.90;MULTILINESTRING ((167346.50145393552 5391658.191004862, 167352.90232465614 5391662.0289817015));;residential;1;50.0;
roads.91;MULTILINESTRING ((167352.90232465614 5391662.0289817015, 167346.50145393552 5391658.191004862));;residential;1;50.0;
roads.92;MULTILINESTRING ((167352.90232465614 5391662.0289817015, 167406.07964540808 5391693.868898887));;residential;1;50.0;
roads.93;MULTILINESTRING ((167406.07964540808 5391693.868898887, 167352.90232465614 5391662.0289817015));;residential;1;50.0;
roads.94;MULTILINESTRING ((167406.07964540808 5391693.868898887, 167435.7240258063 5391713.826472699, 167457.10849998775 5391732.724799542));;residential;1;50.0;
roads.95;MULTILINESTRING ((167457.10849998775 5391732.724799542, 167435.7240258063 5391713.826472699, 167406.07964540808 5391693.868898887));;residential;1;50.0;
roads.96;MULTILINESTRING ((167457.10849998775 5391732.724799542, 167459.51300098884 5391734.444226806));;residential;1;50.0;
roads.97;MULTILINESTRING ((167459.51300098884 5391734.444226806, 167457.10849998775 5391732.724799542));;residential;1;50.0;
roads.98;MULTILINESTRING ((167459.51300098884 5391734.444226806, 167470.9121168461 5391740.753913518));;residential;1;50.0;
roads.99;MULTILINESTRING ((167470.9121168461 5391740.753913518, 167459.51300098884 5391734.444226806));;residential;1;50.0;
roads.100;MULTILINESTRING ((167224.77359075306 5391071.812882444, 167233.9685806926 5391075.036578795, 167271.9953187476 5391093.595881032));;tertiary;1;50.0;
roads.101;MULTILINESTRING ((167271.9953187476 5391093.595881032, 167233.9685806926 5391075.036578795, 167224.77359075306 5391071.812882444));;tertiary;1;50.0;
roads.102;MULTILINESTRING ((167271.9953187476 5391093.595881032, 167323.50284713763 5391118.725450436, 167390.3056735627 5391150.164372425));;tertiary;1;50.0;
roads.103;MULTILINESTRING ((167390.3056735627 5391150.164372425, 167323.50284713763 5391118.725450436, 167271.9953187476 5391093.595881032));;tertiary;1;50.0;
roads.104;MULTILINESTRING ((167390.3056735627 5391150.164372425, 167425.12641028283 5391168.585665355));;tertiary;1;50.0;
roads.105;MULTILINESTRING ((167425.12641028283 5391168.585665355, 167390.3056735627 5391150.164372425));;tertiary;1;50.0;
roads.106;MULTILINESTRING ((167425.12641028283 5391168.585665355, 167440.98943772085 5391177.473952299));;tertiary;1;50.0;
roads.107;MULTILINESTRING ((167440.98943772085 5391177.473952299, 167425.12641028283 5391168.585665355));;tertiary;1;50.0;
roads.108;MULTILINESTRING ((167440.98943772085 5391177.473952299, 167473.67284021777 5391194.69791086, 167488.70097147484 5391201.959001026, 167513.7144610561 5391213.14999469));;tertiary;1;50.0;
roads.109;MULTILINESTRING ((167513.7144610561 5391213.14999469, 167488.70097147484 5391201.959001026, 167473.67284021777 5391194.69791086, 167440.98943772085 5391177.473952299));;tertiary;1;50.0;
roads.110;MULTILINESTRING ((167513.7144610561 5391213.14999469, 167519.3026994939 5391215.68293752));;tertiary;1;50.0;
roads.111;MULTILINESTRING ((167519.3026994939 5391215.68293752, 167513.7144610561 5391213.14999469));;tertiary;1;50.0;
roads.112;MULTILINESTRING ((167519.3026994939 5391215.68293752, 167530.679551453 5391220.856283513));;tertiary;1;50.0;
roads.113;MULTILINESTRING ((167530.679551453 5391220.856283513, 167519.3026994939 5391215.68293752));;tertiary;1;50.0;
roads.114;MULTILINESTRING ((167530.679551453 5391220.856283513, 167572.8362426164 5391240.198789674, 167607.16717357704 5391259.6027412005, 167669.82891494458 5391297.520390385));;tertiary;1;50.0;
roads.115;MULTILINESTRING ((167669.82891494458 5391297.520390385, 167607.16717357704 5391259.6027412005, 167572.8362426164 5391240.198789674, 167530.679551453 5391220.856283513));;tertiary;1;50.0;
roads.116;MULTILINESTRING ((167669.82891494458 5391297.520390385, 167674.25943067818 5391300.099410221));;tertiary;1;50.0;
roads.117;MULTILINESTRING ((167674.25943067818 5391300.099410221, 167669.82891494458 5391297.520390385));;tertiary;1;50.0;
roads.118;MULTILINESTRING ((167674.25943067818 5391300.099410221, 167702.21175481632 5391316.740245934));;tertiary;1;50.0;
roads.119;MULTILINESTRING ((167702.21175481632 5391316.740245934, 167674.25943067818 5391300.099410221));;tertiary;1;50.0;
roads.120;MULTILINESTRING ((167886.25626894485 5391425.075273509, 167889.6849092613 5391420.715443483, 167894.18221668934 5391417.460923809, 167899.38083690937 5391415.557337362, 167904.9134156018 5391415.142846813, 167910.34580675254 5391416.248154981, 167915.27726019468 5391418.781153351));roundabout;tertiary;1;50.0;
roads.121;MULTILINESTRING ((167915.27726019468 5391418.781153351, 167910.34580675254 5391416.248154981, 167904.9134156018 5391415.142846813, 167899.38083690937 5391415.557337362, 167894.18221668934 5391417.460923809, 167889.6849092613 5391420.715443483, 167886.25626894485 5391425.075273509));;tertiary;1;50.0;
roads.122;MULTILINESTRING ((167915.27726019468 5391418.781153351, 167918.7615602565 5391421.897509871, 167921.43322803552 5391425.735388799, 167923.14754819375 5391430.095221193, 167923.81546513853 5391434.716031705, 167923.40358302262 5391439.367547611, 167921.9341657441 5391443.804144163));roundabout;tertiary;1;50.0;
roads.123;MULTILINESTRING ((167921.9341657441 5391443.804144163, 167923.40358302262 5391439.367547611, 167923.81546513853 5391434.716031705, 167923.14754819375 5391430.095221193, 167921.43322803552 5391425.735388799, 167918.7615602565 5391421.897509871, 167915.27726019468 5391418.781153351));;tertiary;1;50.0;
roads.124;MULTILINESTRING ((167754.5875752346 5391346.613998345, 167769.62683844074 5391355.4564019125));;tertiary;1;30.0;
roads.125;MULTILINESTRING ((167769.62683844074 5391355.4564019125, 167754.5875752346 5391346.613998345));;tertiary;1;30.0;
roads.126;MULTILINESTRING ((167769.62683844074 5391355.4564019125, 167865.46178806468 5391411.6734081665));;tertiary;1;30.0;
roads.127;MULTILINESTRING ((167865.46178806468 5391411.6734081665, 167769.62683844074 5391355.4564019125));;tertiary;1;30.0;
roads.128;MULTILINESTRING ((167865.46178806468 5391411.6734081665, 167868.70118524678 5391413.684454306));;tertiary;1;30.0;
roads.129;MULTILINESTRING ((167868.70118524678 5391413.684454306, 167865.46178806468 5391411.6734081665));;tertiary;1;30.0;
roads.130;MULTILINESTRING ((167868.70118524678 5391413.684454306, 167886.25626894485 5391425.075273509));;tertiary;1;30.0;
roads.131;MULTILINESTRING ((167886.25626894485 5391425.075273509, 167868.70118524678 5391413.684454306));;tertiary;1;30.0;
roads.132;MULTILINESTRING ((168215.66177415123 5391623.419007165, 168224.99034747973 5391617.600659152, 168233.32817734012 5391615.26718024, 168242.79033405756 5391615.942660916));roundabout;tertiary;1;50.0;
roads.133;MULTILINESTRING ((168242.79033405756 5391615.942660916, 168233.32817734012 5391615.26718024, 168224.99034747973 5391617.600659152, 168215.66177415123 5391623.419007165));;tertiary;1;50.0;
roads.134;MULTILINESTRING ((168242.79033405756 5391615.942660916, 168248.6346073242 5391618.721343312, 168252.88701187252 5391622.482544577, 168259.44372988024 5391630.219877683, 168261.75917528875 5391634.2574171685));roundabout;tertiary;1;50.0;
roads.135;MULTILINESTRING ((168261.75917528875 5391634.2574171685, 168259.44372988024 5391630.219877683, 168252.88701187252 5391622.482544577, 168248.6346073242 5391618.721343312, 168242.79033405756 5391615.942660916));;tertiary;1;50.0;
roads.136;MULTILINESTRING ((168499.64892711394 5391683.813368376, 168492.20165317992 5391684.089703418, 168484.87683068568 5391682.692676339, 168478.0529459001 5391679.699047587, 168475.6150490517 5391677.887518864));roundabout;tertiary;1;50.0;
roads.137;MULTILINESTRING ((168475.6150490517 5391677.887518864, 168478.0529459001 5391679.699047587, 168484.87683068568 5391682.692676339, 168492.20165317992 5391684.089703418, 168499.64892711394 5391683.813368376));;tertiary;1;50.0;
roads.138;MULTILINESTRING ((168261.75917528875 5391634.2574171685, 168268.48287253265 5391639.691978798, 168279.31425898685 5391642.961928436));;tertiary;1;50.0;yes
roads.139;MULTILINESTRING ((168279.31425898685 5391642.961928436, 168339.9722495201 5391643.299669779));;tertiary;1;50.0;yes
roads.140;MULTILINESTRING ((168339.9722495201 5391643.299669779, 168360.0988134555 5391644.5431721015, 168438.5456586175 5391644.589227746, 168448.90950321037 5391644.589227746, 168457.32525671436 5391641.211814401, 168465.31799615332 5391635.485566411));;tertiary;1;50.0;yes
roads.141;MULTILINESTRING ((168463.7595232822 5391662.996152114, 168455.02094325493 5391659.127471062, 168448.37516965455 5391656.210609434, 168439.93715225245 5391654.567956184, 168415.8476144448 5391654.414437203, 168357.18224279673 5391654.045991659, 168339.52697155692 5391653.4779714765));;tertiary;1;50.0;yes
roads.142;MULTILINESTRING ((168339.52697155692 5391653.4779714765, 168279.31425898685 5391651.42081759));;tertiary;1;50.0;yes
roads.143;MULTILINESTRING ((168279.31425898685 5391651.42081759, 168269.15078947743 5391652.9253032245, 168265.26573924875 5391653.9692321755, 168258.50864615757 5391656.318072743));;tertiary;1;50.0;yes
roads.144;MULTILINESTRING ((168480.36839130856 5391808.932578652, 168480.4685788503 5391884.895348326, 168482.2830865502 5391918.194503395, 168485.900970001 5391949.989244052, 168490.5875205634 5391983.4114526985, 168497.32234975637 5392015.820517098, 168503.0775674304 5392037.421505524, 168511.00351517487 5392064.810464496, 168525.2746738946 5392103.238047391, 168546.18047426554 5392150.01766533, 168568.72267115116 5392190.6256972235, 168598.37818349854 5392236.2696446655, 168632.96514928798 5392280.716287967, 168697.93120411492 5392354.948031406));;tertiary;1;50.0;
roads.145;MULTILINESTRING ((168697.93120411492 5392354.948031406, 168632.96514928798 5392280.716287967, 168598.37818349854 5392236.2696446655, 168568.72267115116 5392190.6256972235, 168546.18047426554 5392150.01766533, 168525.2746738946 5392103.238047391, 168511.00351517487 5392064.810464496, 168503.0775674304 5392037.421505524, 168497.32234975637 5392015.820517098, 168490.5875205634 5391983.4114526985, 168485.900970001 5391949.989244052, 168482.2830865502 5391918.194503395, 168480.4685788503 5391884.895348326, 168480.36839130856 5391808.932578652));;tertiary;1;50.0;
roads.146;MULTILINESTRING ((165013.2783227557 5390990.852419156, 165034.75185252976 5390983.084918548, 165075.38346666933 5390962.177172584, 165137.4886105829 5390962.177172584, 165188.04992330118 5390955.39214329));;residential;1;50.0;
roads.147;MULTILINESTRING ((165188.04992330118 5390955.39214329, 165137.4886105829 5390962.177172584, 165075.38346666933 5390962.177172584, 165034.75185252976 5390983.084918548, 165013.2783227557 5390990.852419156));;residential;1;50.0;
roads.148;MULTILINESTRING ((165188.04992330118 5390955.39214329, 165230.77434386764 5390928.635843175, 165310.42343953022 5390875.875654548));;residential;1;50.0;
roads.149;MULTILINESTRING ((165310.42343953022 5390875.875654548, 165230.77434386764 5390928.635843175, 165188.04992330118 5390955.39214329));;residential;1;50.0;
roads.150;MULTILINESTRING ((165310.42343953022 5390875.875654548, 165316.94676169072 5390871.823095023));;residential;1;50.0;
roads.151;MULTILINESTRING ((165316.94676169072 5390871.823095023, 165310.42343953022 5390875.875654548));;residential;1;50.0;
roads.152;MULTILINESTRING ((165316.94676169072 5390871.823095023, 165328.89134305282 5390861.983365073, 165336.95087418627 5390854.139219667, 165345.23304430128 5390844.72932406));;residential;1;50.0;
roads.153;MULTILINESTRING ((165345.23304430128 5390844.72932406, 165336.95087418627 5390854.139219667, 165328.89134305282 5390861.983365073, 165316.94676169072 5390871.823095023));;residential;1;50.0;
roads.154;MULTILINESTRING ((165345.23304430128 5390844.72932406, 165395.46039854723 5390780.640974467, 165412.0024748791 5390761.238026247));;residential;1;50.0;
roads.155;MULTILINESTRING ((165412.0024748791 5390761.238026247, 165395.46039854723 5390780.640974467, 165345.23304430128 5390844.72932406));;residential;1;50.0;
roads.156;MULTILINESTRING ((165412.0024748791 5390761.238026247, 165436.5929503953 5390732.409986775, 165463.0535933569 5390695.077962483));;residential;1;50.0;
roads.157;MULTILINESTRING ((165463.0535933569 5390695.077962483, 165436.5929503953 5390732.409986775, 165412.0024748791 5390761.238026247));;residential;1;50.0;
roads.158;MULTILINESTRING ((166920.59308216046 5392228.623922346, 166926.8158416958 5392220.701855276, 166935.20933130162 5392214.867779207, 166947.2652321545 5392211.490157902));roundabout;tertiary;1;50.0;
roads.159;MULTILINESTRING ((166947.2652321545 5392211.490157902, 166935.20933130162 5392214.867779207, 166926.8158416958 5392220.701855276, 166920.59308216046 5392228.623922346));;tertiary;1;50.0;
roads.160;MULTILINESTRING ((166947.2652321545 5392211.490157902, 166954.03345719478 5392211.551569186, 166965.44370500106 5392214.883132034, 166974.78341027861 5392221.653731196, 166981.35126023542 5392231.157142898));roundabout;tertiary;1;50.0;
roads.161;MULTILINESTRING ((166981.35126023542 5392231.157142898, 166974.78341027861 5392221.653731196, 166965.44370500106 5392214.883132034, 166954.03345719478 5392211.551569186, 166947.2652321545 5392211.490157902));;tertiary;1;50.0;
roads.162;MULTILINESTRING ((167321.71060333587 5392015.974042069, 167331.67369776184 5392025.5386527805, 167337.32872789414 5392038.879996252, 167337.7406100101 5392049.841712871, 167333.43254571638 5392062.998860448));roundabout;tertiary;1;50.0;
roads.163;MULTILINESTRING ((167333.43254571638 5392062.998860448, 167337.7406100101 5392049.841712871, 167337.32872789414 5392038.879996252, 167331.67369776184 5392025.5386527805, 167321.71060333587 5392015.974042069));;tertiary;1;50.0;
roads.164;MULTILINESTRING ((167333.43254571638 5392062.998860448, 167327.96675871845 5392070.291336526, 167318.6159214918 5392077.138592974, 167307.92925037566 5392080.485460078, 167295.98466901353 5392080.147702792, 167283.2385873177 5392074.758940499, 167273.44247212788 5392064.656938715));roundabout;tertiary;1;50.0;
